Artist_name,Artist_id,Artist_genres,Artist_followers,Artist_popularity
Brenda Lee,4cPHsZM98sKzmV26wlwD2W,"['adult standards', 'lounge', 'rockabilly']",390709,56
LANY,49tQo2QULno7gxHutgccqF,"['la pop', 'opm']",5924023,73
Lauv,5JZ7CnR6gTvEMKX4g70Amv,['pop'],6267203,75
Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,['pop'],5055302,72
Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,"['pop', 'post-teen pop']",50634294,81
Tyga,5LHRHt1k9lMyONurDHEdrp,"['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",6933676,78
Juice Boy,2PRHe0bqimdQP9pSORGE6H,['chinese hip hop'],25340,41
Karen Mok,6jlz5QSUqbKE4vnzo2qfP1,['mandopop'],638317,53
黃祝賢儒,79Yhu3qWKYYxguxCTyd88K,[],1013,23
UMI,4ClziihVpBeFXNyDH83Lde,"['alternative r&b', 'bedroom soul']",1030751,62
BSS,1uAT5bTSp6dWbNmixIUP5t,['k-pop'],802510,61
Alesso,4AVFqumd2ogHFlRbKIjp1t,"['dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",3922996,75
Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",10520133,76
Bring Me The Horizon,1Ffb6ejR6Fe5IamqA5oRUF,"['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",5784889,80
HowZ,348ClvzEm6fr680BJOeYcE,['taiwan hip hop'],36387,37
JOYCE 就以斯,2rnMTHqTdSXZ9h9drhPanv,[],26086,47
Ella Chen,1DNci4XjJlglg629j3yO5n,['mandopop'],26989,47
OHHYUK,68TCVp5t1Dxi2TvNuYoYK0,['korean pop'],78998,48
Kelly Pan,2hJxcuFTgP89GdmCVXfXyi,"['mandopop', 'singaporean mandopop']",18120,29
XG,0LOK81e9H5lr61HlGGHqwA,['k-pop girl group'],1626337,72
Hitsujibungaku,6S8w5rLsEwjN21jQeRES0n,"['j-rock', 'japanese alternative rock']",299659,60
Jack Harlow,2LIk90788K0zvyj2JJVwkJ,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",3899850,79
Andy Williams,4sj6D0zlMOl25nprDJBiU9,"['adult standards', 'easy listening']",540577,56
贺子玲,6zX8snAvqQTiIVrbh946vt,[],670,26
Ariel Tsai,5dS7yN8gXQcQNxuuVOABIk,['mandopop'],54935,34
Summer Walker,57LYzLEk2LcFghVwuWbcuS,"['r&b', 'rap']",6696872,79
SZA,7tYKF4w9nC0nq9CsPZTHyP,"['pop', 'r&b', 'rap']",22320195,89
BAEKHYUN,4ufh0WuMZh6y4Dmdnklvdl,['k-pop'],2696810,62
回春丹,49x8WCVjNPZNepo3NmeMEi,[],40202,40
Foudeqush,0XFgM33h3Ls5tj1M9IKUWd,['r&b en espanol'],45356,50
G.E.M.,7aRC4L63dBn3CiLDuWaLSI,['mandopop'],2828585,64
张静汶,6H1fGzH3FVEgBEinAi4rcB,['chinese viral pop'],2680,29
CL,0tzSBCPJZmHTdOA3ZV2mN3,['k-pop'],1201398,55
Chih Siou,6cMRDBCHMYjyCH2D0s6uzr,"['mandopop', 'taiwan indie', 'taiwan pop', 'taiwan singer-songwriter']",66977,38
陳韻喬,46vsYHCW3KdVfg2EtZhEF2,[],235,3
Rich Brian,2IDLDx25HU1nQMKde4n61a,['indonesian hip hop'],2128132,66
Macdella,2jGajbF57J3EZGtAjeH3Q0,['taiwan hip hop'],11050,34
Ava Max,4npEfmQ6YuiwW1GpUmaq3F,['pop'],7037387,79
Elva Hsiao,6yTAPw3o7oDH7lhj34jvbH,['mandopop'],196914,48
Wu Bai,5H8TJITZE1sPjVR2ACzXNS,"['mandopop', 'taiwan singer-songwriter']",669486,55
Troye Sivan,3WGpXCj9YhhfX11TToZcXP,"['australian pop', 'pop', 'viral pop']",8234304,77
One Direction,4AK6F7OLvEQ5QYCBNiQWHq,"['boy band', 'pop', 'post-teen pop', 'talent show']",36038324,84
Mozzy,4AA474G2hRfrHyGrfyDseO,"['cali rap', 'sacramento hip hop']",807862,62
林鴻宇,3cNu9TadMUtDkoVd5db2qB,['chinese r&b'],1820,19
颜人中,5PNcqs6EtD6gSXgUiiJIUU,['taiwan singer-songwriter'],213916,59
GX (鼓鼓 呂思緯、蕭秉治),288ePKcM3N0VLXFIGuv4LV,[],1107,24
Alexander 23,6sFHvCyqklnJpXC9Nh1aag,"['alt z', 'singer-songwriter pop']",438819,59
陈雪凝,7hhBMsiz3xH2GHj7tbRpgW,[],9397,40
邰智源,2xk7nS3YI8mmzrgtPHD5yW,[],260,17
Princess Ai,71l6Wfk7PaTVPAOH7ln56V,['mandopop'],95583,38
Sam Smith,2wY79sveU1sp5g7SokKOiI,"['pop', 'uk pop']",24083064,83
KUN,4SfFh31iZGOER3ajjaeior,['chinese idol pop'],221573,46
Energy,6wwzUk3F4tySPJhF30LeCd,[],1896,7
NCT U,3paGCCtX1Xr4Gx53mSeZuQ,"['k-pop', 'k-pop boy group']",4261258,62
Choi Hyunwook,1z2J8XtoQxczs0U1lMWEiZ,[],1389,42
Vicky Chen,01u3qI3xMGFvktXyRSMGRZ,"['mandopop', 'taiwan singer-songwriter']",170653,52
Night Keepers,7Ec6c9lhFbsTfuwmIkhZa9,"['taiwan indie', 'taiwan pop']",41893,41
Arin Ray,6TvjXbopXg71XRM9OZWqUc,['alternative r&b'],322340,51
Bradley Cooper,4VIvfOurcf0vuLRxLkGnIG,['hollywood'],257399,69
STAYC,01XYiBYaoMJcNhPokrg0l0,"['k-pop', 'k-pop girl group']",1892752,63
向思思,7jlM8w6yhqvHOYZ7y32CNX,[],3141,48
Zooey Wonder,6VI0p0xTjBKKxQN8i8vGpD,"['chinese electropop', 'chinese indie', 'taiwan indie', 'taiwan pop']",23502,27
Brave Girls,7t5H3uQv0Zw6cQUnSTF5BB,"['k-pop', 'k-pop girl group']",362407,47
The Rose,5na1LmEmK2VzNLje9snJYW,"['k-pop', 'k-pop boy group']",2718047,61
Omah Lay,5yOvAmpIR7hVxiS6Ls5DPO,['afrobeats'],3086693,75
陈村长,6zEkJebB8dCxTGyvyYa8FA,['chinese viral pop'],6182,45
Sam Kim,4BBN286rBKyCWsSPq2cxYO,"['k-pop', 'korean r&b']",457947,57
姚晓棠,011UpPnnyUWchmKVyFFByL,[],4198,47
Moon Byul,1eTft3tXynrKdo6XD7QHLL,['k-pop'],1215683,48
Silence Wang,0PdNEiQ3MsJGCEgE13Tz60,"['chinese singer-songwriter', 'mainland chinese pop']",347616,58
Jung Kook,6HaGTQPmzraVmaVxvz6EUc,['k-pop'],15691489,86
No Party For Cao Dong,3HXSUfI76zVZk71UMAeVfp,"['mandopop', 'taiwan indie', 'taiwan punk']",435487,53
胡66,0iMFttJ05HMGTKWRPHlFOF,"['chinese viral pop', 'mainland chinese pop']",66990,45
Soft Lipa,3Xp3DA50zRP4TYOtNR7k1T,"['mandopop', 'taiwan hip hop', 'taiwan pop', 'taiwan singer-songwriter']",162696,46
Tyen Rasif,35S21JGNjKGy0ueRX9MSSZ,[],369,13
BLACKPINK,41MozSoPIsD1dJM0CLPjZF,"['k-pop', 'k-pop girl group', 'pop']",50449007,80
Jin Wenqi,4ieCG6ylz8VnMkGMkiWpbd,"['chinese singer-songwriter', 'mainland chinese pop']",25339,40
Kumachan,5DdhWWd83hbrWLXIVx129X,"['mandopop', 'taiwan hip hop', 'taiwan pop']",98390,38
FRαNKIE阿法,3NvVbjPU6W2AOEWitAUqwe,['taiwan hip hop'],18895,34
tripleS,5Z71xE9prhpHrqL5thVMyK,['k-pop girl group'],440498,61
Richard Sanderson,2VYfYBKv8RPlY3MhwI7mSR,['histoire pour enfants'],6532,40
卢卢快闭嘴,4wUR1NviIGE01yEfeLNkeV,['chinese viral pop'],43380,53
Luxiem,1kFkuPkfE1z3STtqLNK5s1,['japanese vtuber'],91463,33
隊長,4SpsVETdnMLwPHyOW0FlQz,['chinese viral pop'],203214,58
JENNIE,250b0Wlc5Vk0CoUsaCY84M,['k-pop'],7068258,78
Dino Lee,6AcLxs14V2VO3gr1peXGrA,"['mandopop', 'taiwan pop']",30363,26
Matt Champion,29Oq9Nv8zLgu3IvX1tIpbm,['bedroom pop'],166742,49
KeyKey,0i7wcJTYQqtkFiKS61ft8h,['chinese viral pop'],3844,44
TANK 呂建忠,39LWbzZB6lcrRviPzrAVdZ,"['mandopop', 'taiwan pop']",51504,51
Encanto - Cast,3xLU748QxpTmIVaiNXXg0P,['movie tunes'],81124,61
The Black Skirts,6WeDO4GynFmK4OxwkBzMW8,"['k-indie', 'k-rock', 'korean dream pop', 'korean indie rock']",381458,56
PIZZALI,5AIqzRLM5XgtjdCjnbvJx7,['taiwan hip hop'],12501,42
Rose Liu,1LGJHpsAhfP1QX26plFrFn,"['mandopop', 'taiwan pop']",13649,33
God Øne,0WoCJqLme8Jz2NrGXXdwNL,['taiwan hip hop'],5004,33
Tyler,13ZEDW6vyBF12HYcZRr4EV,"['kentucky indie', 'kentucky roots', 'outlaw country']",2562475,79
BOL4,4k5fFEYgkWYrYvtOK3zVBl,['k-pop'],1888646,61
小阿七,7tDLiRbNQalA5uvTpX2bKh,['chinese viral pop'],90118,51
Mido and Falasol,3lBxyv4EPpiE80Ji1Eyfiq,['korean ost'],73151,46
张鸣利,1cxk1JehheuLWYufTcfv5o,[],95,38
HOSHI,0LWHFUzXPTl9BDdJHDE001,"['pink noise', 'scenecore']",108421,59
KEY,6XXKPxRX2WWPPtfodzpc2v,['k-pop'],668695,51
接个吻,2l5m4pAZsByhzQUbj5cOQt,['chinese viral pop'],2427,36
IVE,6RHTUrRF63xao58xh9FXYJ,['k-pop girl group'],4435993,74
Roddy Ricch,757aE44tKEUQEqRuT6GnEB,"['melodic rap', 'rap', 'trap']",10777754,76
羅言,4ubrvBBuK8sxibCYU5JSUf,[],2392,46
Jia Jia,5qUYuf6cIHU241KxPyDMBp,['mandopop'],215921,47
PSY.P,2dd5mrQZvg6SmahdgVKDzh,"['k-rap', 'korean old school hip hop']",1615083,63
Kelly Clarkson,3BmGtnKgCSGYIUhmivXKWX,"['dance pop', 'pop', 'talent show']",10540616,73
郭顶,1CqvjaECUkhe4BMeYz4Ihh,"['chinese indie', 'taiwan indie', 'taiwan singer-songwriter']",110834,46
Khalid,6LuN9FCkKOj5PcnpouEgny,"['pop', 'pop r&b']",16289850,85
wannasleep,1Qe4VNycDbzI2unKKDtQ0x,['taiwan hip hop'],26892,41
Mauro Castillo,36CUTsdtNgCwMq6zKD1l8I,"['modern salsa', 'movie tunes', 'salsa colombiana']",42353,57
Nicky Youre,7qmpXeNz2ojlMl2EEfkeLs,['singer-songwriter pop'],259262,69
Julian Casablancas,1rAv1GhTQ2rmG94p9lU3rB,['indie rock'],559579,60
中島健人,3KJigfhLjMfuE2HXsgXbln,[],7701,60
Roisee,5pCGvSxNNUcddlRrG0wsrY,[],19507,60
Demi Lovato,6S2OmqARrzebs0tKUEyXyp,"['pop', 'post-teen pop']",26667120,77
Pink Sweat$,1W7FNibLa0O0b572tB2w7t,['bedroom soul'],1847683,65
『ユイカ』,2EqaSEa0WkE59Aca9iXSYj,['japanese teen pop'],257438,56
Post Malone,246dkjvS1zLTtiykXe5h60,"['dfw rap', 'melodic rap', 'pop', 'rap']",45004902,92
MAVE:,2ec7y2L98sHDYFylr7KqEx,"['5th gen k-pop', 'k-pop girl group']",220925,42
李佳歡,7sxOGIcUrfCGeTe79YYutH,"['malaysian mandopop', 'mandopop', 'taiwan pop', 'taiwan singer-songwriter']",13857,30
黃少雍,1ZyIj7IPW3lpo4eFxek4fu,[],40,10
Hins Cheung,2MVfNjocvNrE03cQuxpsWK,['cantopop'],541486,58
Fran,2h93pZq0e7k5yf4dywlkpM,"['lgbtq+ hip hop', 'neo soul']",14951727,86
Silk City,2X97ZAqRKRMYFIDqtvGgGc,"['edm', 'uk dance']",81526,52
Jason Zhang,75udD9hen8NeHTe92rUNLa,['mainland chinese pop'],265663,45
BOBBY,7ieMQQDR0bdBPz572mtxwS,['k-pop'],883097,49
A Si,4yamiVzQPYBb02ceSu0jaI,"['chinese minyao', 'taiwan indie', 'taiwan pop']",55345,43
马吟吟,7bW8KSa6v5oBJAjSO2xsmf,[],1099,31
Diana Wang,6qMCbcnBinopCiiCrKQlF3,['mandopop'],78421,40
José Feliciano,7K78lVZ8XzkjfRSI7570FF,"['latin pop', 'puerto rican pop']",405681,60
Yoyo Sham,2OrCYFzQYE1TmevdYARnU1,"['cantopop', 'hong kong indie']",70343,45
馬念先,40LaLWRnuCBSSdpwsC42jb,['taiwan pop'],32023,33
蔡恩雨 Priscilla Abby,0zFBdI3ErhNDcIPAKiGoL0,['malaysian mandopop'],57426,46
GAYLE,2VSHKHBTiXWplO8lxcnUC9,"['alt z', 'modern alternative pop']",630745,62
The Chainsmokers,69GGBxA162lTqCwzJG5jLp,['pop'],20382875,82
WILLOW,3rWZHrfrsPBxVy692yAIxF,"['afrofuturism', 'pop', 'post-teen pop', 'pov: indie']",2655911,71
范少勳,3eho4shGNd4Y0WUiZMAAlJ,[],4,16
HEARTSTEEL,4lY2DXvRv9RPeFcUtn6PUh,[],149283,51
Barry Chen,45sDYsh1i1bXB3IRi04MTz,['taiwan hip hop'],6507,31
Duncan Laurence,3klZnJvYGIbWritVwQD434,['dutch pop'],584310,65
詹雯婷,7hmSHY9HVVQKejpGbPbo16,['taiwan singer-songwriter'],37873,46
So Soo Bin,5ghNwcHNesKq0Q3zfK39ic,['korean r&b'],55523,49
Paul Kim,4qRXrzUmdy3p33lgvJEzdv,['korean pop'],282269,53
玖壹壹 洋蔥,5u7KTyLmUDMqSdlENIxL0K,[],133,27
曾博恩,1kZ6lsnX0jUMZ9p8ew8uSx,[],4952,11
YELLOW黃宣,6iUs0Aijnu60VAAf8Aj2YM,"['chinese r&b', 'taiwan indie', 'taiwan pop']",48826,42
JVKE,164Uj4eKjl6zTBKfJLFKKK,"['modern indie pop', 'pov: indie', 'singer-songwriter pop']",4725324,76
Sofia Carson,7bp2lSdh12wcA8LyB1srfJ,['pop'],3657563,72
Michael Seyer,7K4cef9h3NvU7Xb3BH7Ade,"['bedroom pop', 'hypnagogic pop']",130823,44
Sorry Youth,6c4IBMTcnFDhsKHXNSBBvp,"['taiwan indie', 'taiwan pop', 'taiwan punk', 'taiwanese indie']",48344,39
Tate McRae,45dkTj5sMRSjrmBSBeiHym,['pop'],5723433,82
J.Tajor,0VpMOC5IZU06u29fWjv3qJ,[],78192,61
林潔心,3wVMSx6wqCYFZ6Q6vqIFCx,[],5067,29
影子計劃 Shadow Project,4uvymNV7TTy0q47wUKislL,['taiwan hip hop'],19455,33
Fireboy DML,75VKfyoBlkmrJFDqo1o2VY,"['afrobeats', 'nigerian pop']",2959764,71
Trevor Daniel,7uaIm6Pw7xplS8Dy06V6pT,['melodic rap'],836293,65
Marz23,4XBG26mgvzGqT09eopG4d9,"['mandopop', 'taiwan hip hop']",127520,46
Gaeko,0tkHE1pQ5ZCgQb8WZ0ba79,"['k-rap', 'korean r&b']",139343,64
蘇慧倫,0HT1FqSMdbL40XGpLcLnoF,"['classic mandopop', 'mandopop']",67613,39
imase,4TaSvnT5o4REFwhqfrmK27,['japanese teen pop'],718456,64
Elton John,3PhoLpVuITZKcymswpck5b,"['glam rock', 'mellow gold', 'piano rock', 'rock']",13635807,83
Kenji Wu,1MgybycH8k36NX0Ifzlddb,"['mandopop', 'taiwan singer-songwriter']",118532,44
Lana Del Rey,00FQb4jTyendYWaN8pK0wa,"['art pop', 'pop']",38542587,91
Rachel Liang,4rdSHzO4enUlVxdQeHPGTp,['mandopop'],137965,47
吳霏,2q5HrJWKwU4iHaTTSKGZC4,[],3541,29
David Guetta,1Cs0zKBU1kc0i8ypK3B9ai,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",25990610,90
Wanting,2OC4lXfGEKZkbmRCcf2vTq,['mandopop'],59392,49
Gordi,3AA28KZvwAUcZuOKwyblJQ,"['alternative hip hop', 'modern rock', 'rock']",11993843,80
Nick Jonas,4Rxn7Im3LGfyRkY2FlHhWi,"['dance pop', 'pop']",10031051,63
SEULGI,2QM5S4yO6xHgnNvF0nbZZq,['k-pop'],1137475,54
斑恩Ben,6GuDr0PBkuJF3z0xtcRKcJ,[],27978,44
理想混蛋 雞丁,5gLzM47RVqMDkkFc2CaSon,['taiwan pop'],16922,34
Fan Yi Chen,2Z7qQ1slMaPjLOCXBqshct,['mandopop'],78359,51
Eric Chou,5fEQLwq1BWWQNR8GzhOIvi,['mandopop'],1505019,64
blackbear,2cFrymmkijnjDg9SS92EPM,"['alt z', 'pop']",4971933,74
Stephen Sanchez,5XKFrudbV4IiuE5WuTPRmT,['gen z singer-songwriter'],1505297,75
Power Station,6zCAdMK7SVxKyGMnAc26Cy,"['c-pop', 'mandopop']",247423,53
NICKTHEREAL,1fHw35wWkpOw05sswFSl70,"['mandopop', 'taiwan hip hop']",226458,47
Jaques Morelenbaum,5QdS83aNvQzKgj43VTdY8d,[],7824,46
Big Red Machine,7gXy60xRcwYujBFoYHnR2O,"['eau claire indie', 'folktronica']",160180,53
Madonna,6tbjWDEIzxoDsBA1FuhfPW,"['dance pop', 'pop']",8012537,80
美秀集團,3n16EAnJtz6SZGx2zJssrI,"['mandopop', 'taiwan indie', 'taiwan pop', 'taiwan punk']",177478,49
Evan Yo,7JY6f7uRdLtKSHbHlQXduV,"['mandopop', 'taiwan singer-songwriter']",65336,39
齊翔 XIANG,4Z5zA4xz2K3si2EzO2GbiS,['chinese melodic rap'],13473,38
J. Cole,6l3HvQ5sa6mXTsMTB19rO5,"['conscious hip hop', 'hip hop', 'north carolina hip hop', 'rap']",24227939,85
Dizzy Dizzo,5rEuIFwgGGp7t4b3t8ShJw,['taiwan hip hop'],29974,38
Oliver Tree,6TLwD7HPWuiOzvXEa3oCNe,['alternative hip hop'],2473318,70
Madison Beer,2kRfqPViCqYdSGhYSM9R0Q,['pop'],6858178,74
Pentatonix,26AHtbjWKiwYzsoGoUZq53,"['a cappella', 'viral pop']",3745145,62
LCY吕植宇,3ljANAgbc48080Sgi6BCvI,[],1073,22
Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,"['bedroom pop', 'pop', 'pov: indie']",9958743,78
HYOLYN,78sJswwVn4P8aEhkF4K6fQ,"['k-pop', 'korean r&b']",798554,53
動力火車,6zCAdMK7SVxKyGMnAc26Cy,"['c-pop', 'mandopop']",247423,53
LE SSERAFIM,4SpbR6yFEvexJuaBpgAU5p,['k-pop girl group'],5558248,77
Shakira,0EmeFodog0BfCgMzAIvKQp,"['colombian pop', 'dance pop', 'latin pop', 'pop']",34056123,86
Simon Dominic,57W9ikVc6O2wLDtmclSjvN,"['k-pop', 'k-rap', 'korean r&b']",472681,47
MINGYU,5gUpo0BRmo6EOTbyU3z5Ay,[],299486,49
Ella Henderson,7nDsS0l5ZAzMedVRKPP8F1,"['dance pop', 'pop dance', 'talent show', 'uk pop']",1628525,73
Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,['canadian hip hop'],2084942,66
iKON,5qRSs6mvI17zrkJpOHkCoM,"['k-pop', 'k-pop boy group']",3285319,58
MAO,6EKzehEG2fwJtRMH4KbjsA,['jawaiian'],218438,62
郭靜,6OiFtK426XJWnOJ2HYlSbf,['mandopop'],171517,44
王謙Goatak,1CH4dO170qpIfqWdndWoUx,['taiwan hip hop'],13658,33
MAMAMOO+,0XATRDCYuuGhk0oE7C0o5G,"['k-pop', 'k-pop girl group']",7338719,60
Monica,6nzxy2wXs6tLgzEtqOkEi2,"['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",2607276,65
曹雅雯,4S2fK8EvpTnOLTfrMwBThz,['hokkien pop'],19520,33
Janet Suhh,5xhVZ42ABidt3DS9HJ5Uzm,['korean ost'],41990,43
Ricky Hsiao,0E6oEhZZtQvj811iXQFLrB,"['mandopop', 'taiwan singer-songwriter']",247049,52
Choi Yu Ree,6qvVoPGEqNCyYSjYCgfV1v,['korean singer-songwriter'],56190,49
EXID,1xs6WFotNQSXweo0GXrS0O,"['k-pop', 'k-pop girl group']",1493253,51
LAY,4o7tWrzQOqarDtTMWD2HV9,"['chinese electropop', 'chinese idol pop', 'k-pop']",1523203,55
ECLIPSE,5Nw7qx3NoHzpw59WYcJTve,[],245398,64
Phil Chang,7g65zUBhUAbiu4pAcoyWRd,"['classic mandopop', 'mandopop']",265222,49
en,5t5FqBwTcgKTaWmfEbwQY9,"['anime', 'k-pop boy group']",9563464,81
Tove Lo,4NHQUGzhtTLFvgF5SZesLK,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",3612931,74
Teezo Touchdown,0fGcIStdT1OpFFhOC7Wp36,[],283190,65
林美秀,4raETyX2cN5RazteTR1FMT,['classic mandopop'],21100,36
Jessi,0VMFTqmv0hYlWruyBERT95,['singer-songwriter pop'],307674,58
Aimer,0bAsR2unSRpn6BQPEnNlZm,"['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']",2506406,66
Gentle Bones,4jGPdu95icCKVF31CcFKbS,['singaporean pop'],89294,48
Nicki Minaj,0hCNtLu0JehylgoiP8L4Gh,"['hip pop', 'pop', 'queens hip hop', 'rap']",32057770,85
Morrison 馬仕釗,1M9G5HbEeGkueCTaHNsGUN,[],1073,24
Måneskin,0lAWpj5szCSwM4rUMHYmrr,"['indie rock italiano', 'italian pop']",9523325,80
Dreamcatcher,5V1qsQHdXNm4ZEZHWvFnqQ,"['k-pop', 'k-pop girl group']",1378825,61
Evangeline Wong,7sEIHkZXRzGa3OBUCCxzU5,['mandopop'],35729,35
Diiton,4igBpYxC0VLHP0Cz2BH2dQ,['chinese melodic rap'],4037,23
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,"['alt z', 'nz pop']",799460,63
Dhruv,70NcAr4ZtA3FAqU16iQZSb,['nyc pop'],667788,68
Xiao Yu,7In8YZ3XHuwSNUTEyIO0HA,"['mainland chinese pop', 'mandopop', 'taiwan singer-songwriter']",137341,42
林凡,1YmWActCNjKmuIz1TSgSRx,['mandopop'],75413,39
Ashin Chen,6H93wOohK6r1MwGh41Z4Nb,['taiwan pop'],16393,49
张韶涵,4txug0T3vYc9p20tuhfCUa,['mandopop'],542470,52
羅莎莎,1GJczlq7jHvBRPikGrd7hF,"['taiwan pop', 'taiwan singer-songwriter']",4303,24
Will Pan,7fCFxj1GCRqwFZEP4iJRw0,['mandopop'],317706,48
Ciara,2NdeV5rLm47xAvogXrYhJX,"['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']",6659610,70
Lil Baby,5f7VJjfbwm532GiveGC0ZK,"['atl hip hop', 'atl trap', 'rap', 'trap']",18276918,86
Anni Hung,3ZlBKjbfPWDT0RUWTpWzwv,['taiwan pop'],24444,37
Ado,6mEQK9m2krja6X1cfsAjfl,['japanese teen pop'],4843300,75
Feng Ze,6QYehwA9q6UQEMs1Vak0uy,"['singaporean mandopop', 'singaporean singer-songwriter', 'taiwan pop']",56578,47
HOMIES,3PpfvyyncoZ79IgYe0Uls0,"['k-rap', 'korean underground rap']",84849,46
Boon Hui Lu,6PWJWwEm8BSBFAIAUWlwe4,"['mandopop', 'singaporean mandopop', 'singaporean pop', 'singaporean singer-songwriter']",61851,37
NCT 127,7f4ignuCJhLXfZ9giKT7rH,"['k-pop', 'k-pop boy group']",7470561,70
方雅賢,0wbEikfOBXpkEOVRFeNG0Z,[],481,31
V,3JsHnjpbhX4SnySpvpa9DK,"['j-division', 'korean ost']",18628905,82
Zoe Wees,03d2mJXSMtuPI0nIvLnhoS,['german pop'],487462,65
JxW,3rHcBT06Vb1XGVUWhDALZt,[],425279,49
Daniel Chu,20wkVLutqVOYrc0kxFs7rA,['canadian contemporary r&b'],6362850,81
Marshmello,64KEffDW9EtZ1y2vBYgq8T,"['brostep', 'edm', 'pop', 'progressive electro house']",33755602,83
Aqua,6kBjAFKyd0he7LiA5GQ3Gz,"['bubblegum dance', 'eurodance', 'europop']",632233,66
八三夭劉逼,4dRar9dX3cIdEhVGBrenfL,[],16,10
Justin Bieber,1uNFoZAHBGtllmzznpCI3s,"['canadian pop', 'pop']",76626180,89
Maren Morris,6WY7D3jk8zTrHtmkqqo5GI,"['classic texas country', 'contemporary country']",818692,70
Eve,58oPVy7oihAEXE0Ott6JOf,"['anime', 'anime rock']",2356463,67
Polo G,6AgTAQt8XS6jRWi4sX7w49,"['chicago rap', 'rap']",11651917,80
魏嘉瑩 Arrow Wei,5JIZFQ7EMAp257CdzKemXO,"['taiwan pop', 'taiwan singer-songwriter']",23122,33
Midories,3y1b2eef2HLeYyqFJLtH4p,['kodomo no ongaku'],1419,42
W.M.L,5PeVQEj4Yr0TB9CuG83dPB,"['chinese hip hop', 'taiwan pop']",23223,42
時代少年團,6I36DXLxkJxYeq82tDH4zz,['chinese idol pop'],130802,46
Shinsei Kamattechan,1ZnuqrjIR4q8zhgriUYsSo,['japanese alternative rock'],167889,52
Don Toliver,4Gso3d4CscCijv0lmajZWs,['rap'],4760080,85
CKay,048LktY5zMnakWq7PTtFrz,"['afro r&b', 'afrobeats']",1509755,68
Epik High,5snNHNlYT2UrtZo5HCJkiw,"['k-pop', 'k-rap', 'korean old school hip hop']",744052,55
AURORA,1WgXqy2Dd70QQOU7Ay074N,"['art pop', 'norwegian pop']",3759136,74
Giveon,4fxd5Ee7UefO4CUXgwJ7IP,['r&b'],3986927,76
Clon,7MdlXmq2HViAJWo9cf30sR,['tech house'],160011,60
Fish Leong,3aIDSTKS9yH745GUQBxDcS,"['malaysian mandopop', 'mandopop']",880268,58
YOARI,4ZkANOMMrOlj63PVZszKme,[],63645,49
張瀚中,0E1v4mBbVmoZIyEVcUhqt5,[],43,13
HWASA,7bmYpVgQub656uNTu6qGNQ,"['k-pop', 'korean talent show']",5112347,60
溫室雜草,6DZ6tvZTWTDO1vEBvUYfbP,['taiwan pop'],43456,35
Tainy,0GM7qgcRCORpGnfcN2tCiB,"['pop reggaeton', 'reggaeton', 'trap latino', 'urbano latino']",2242487,78
Solar,5uCktjKM1Rf9VnUvFD6j17,['substep'],10557,30
GBOYSWAG,2QOj4jFuDei3DWSkDHfWTm,"['chinese electropop', 'mandopop', 'taiwan pop']",23109,32
李千娜,3iGNpRQH6ei188rHVvwytb,['mandopop'],19753,42
Daven Wu,1ozUFRkT8GzwGMFKm80fs8,['chinese viral pop'],5954,46
魚丁糸,4TGQEYGf6Pu4tpMNGQ4tOR,['chinese indie'],71038,22
Ren Ran,6f4srX54JFrLNK4aTJe2Sc,['mainland chinese pop'],414008,58
陳華,5ZxRmJ21NzjxD2ZGBxi7um,"['taiwan pop', 'taiwan singer-songwriter']",36876,50
Jay Park,4XDi67ZENZcbfKnvMnTYsI,"['k-pop', 'k-rap', 'korean r&b']",2112201,66
Rainbow Chan,1tQUVWgrAbVlla78VYcFjy,"['australian alternative pop', 'australian indie']",3736,10
James Gillespie,6wlk4iqaEgEvADMVG6QMd8,"['indie anthem-folk', 'uk pop']",86140,43
Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,"['escape room', 'hip hop', 'indie soul', 'neo soul']",2558516,78
TroutFresh,78IEFKJN8gQgJM1WOvt2Tl,"['mandopop', 'taiwan hip hop']",78323,38
WENDY,0FRUZvZNPzM3YJMABJxf2K,"['k-pop', 'korean pop']",934437,56
多多 x 以捷,25vtw3bkiKz9nbo7vl6qqY,[],7520,28
Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,"['adult standards', 'easy listening', 'lounge']",526342,55
