Artist_id,Artist_album_id,Artist_album_name,Album_tracks,Album_release_date
1zNqQNIdeOUZHb8zbZRFMX,4bLCVUEB9YWKEeaJm8FfqQ,Close To Me (feat. Swae Lee),1,2018-10-24
1zNqQNIdeOUZHb8zbZRFMX,61rwEPg49tCJFTXzyWgxJP,Real Friends,1,2018-08-16
1zNqQNIdeOUZHb8zbZRFMX,70tKSAfnvmCL09IsfeeDxj,Hopeless Romantic (feat. Swae Lee),1,2018-06-21
1zNqQNIdeOUZHb8zbZRFMX,0jg0TYhze1jdqNrvhBgEVK,Hopeless Romantic,2,2018-06-21
1zNqQNIdeOUZHb8zbZRFMX,18NOKLkZETa4sWwLMIm0UZ,UTOPIA,19,2023-07-28
1zNqQNIdeOUZHb8zbZRFMX,4g1ZRSobMefqF6nelkgibi,Hollywood's Bleeding,17,2019-09-06
1zNqQNIdeOUZHb8zbZRFMX,6trNtQUgC8cgbWcqoMYkOR,beerbongs & bentleys,18,2018-04-27
1zNqQNIdeOUZHb8zbZRFMX,4PWBTB6NYSKQwfo79I3prg,Rodeo,16,2015-09-04
1zNqQNIdeOUZHb8zbZRFMX,3pLdWdkj83EYfDN6H2N8MR,Black Panther The Album Music From And Inspired By,14,2018-02-09
1zNqQNIdeOUZHb8zbZRFMX,4c2p3TdN7NcQfCXyueCNnC,Jungle Rules,18,2017-07-14
1zNqQNIdeOUZHb8zbZRFMX,7CAAClnSiXdMibPT1oyl4k,Trip,22,2017-09-22
1zNqQNIdeOUZHb8zbZRFMX,270o30h7cAlEhBnbuSpFZq,El Dorado,13,2021-03-26
1zNqQNIdeOUZHb8zbZRFMX,2MDU46hcBn3u94s46BOSdv,Shoot For The Stars Aim For The Moon (Deluxe),34,2020-07-20
1zNqQNIdeOUZHb8zbZRFMX,6hHIX3lfGKnZ2ji41YZMVV,Legendary,14,2019-06-07
2elBjNSdBE2Y3f0j1mjrql,6sl6IgAnkTvYcta5bOgt4B,最偉大的作品,12,2022-07-14
2elBjNSdBE2Y3f0j1mjrql,3mqG5FjCm7XuCx5IHN3ZSg,周杰倫地表最強世界巡迴演唱會 (Live),25,2019-11-01
2elBjNSdBE2Y3f0j1mjrql,0AMaK4fzYnhvi4HTNVvKet,魔天倫世界巡迴演唱會,22,2016-05-10
2elBjNSdBE2Y3f0j1mjrql,1TN7aPDawSKY2yJgGRuBtD,"哎呦, 不錯哦",12,2014-12-26
2elBjNSdBE2Y3f0j1mjrql,3tCHkC5zpLup3zWjUjiO28,黃俊郎的黑,8,2013-12-25
2elBjNSdBE2Y3f0j1mjrql,2afPHXn7m4KQECRsVn41us,《天台》電影原聲帶,34,2013-07-11
2elBjNSdBE2Y3f0j1mjrql,5Ld4kLIL16CwUAx7IbxtIQ,十二新作,12,2012-12-28
2elBjNSdBE2Y3f0j1mjrql,2P1g6pMd57brcxfpBcb1cM,驚嘆號,11,2011-11-11
2elBjNSdBE2Y3f0j1mjrql,77IElSKPvc2zdOh46FZgbe,超時代演唱會,24,2011-01-25
2elBjNSdBE2Y3f0j1mjrql,7oz7WhrdSfsC3GkAUPOzgL,跨時代,11,2010-05-18
2elBjNSdBE2Y3f0j1mjrql,2SrwWoOk7egNTcaJcb4tuO,魔杰座,11,2008-10-15
2elBjNSdBE2Y3f0j1mjrql,1kRCmbBNY9Q95npZaDuUqG,周杰倫2007世界巡迴演唱會,21,2008-01-31
2elBjNSdBE2Y3f0j1mjrql,39PHyEjzFKafPr9EM7vQVk,我很忙,10,2007-11-02
2elBjNSdBE2Y3f0j1mjrql,4a4AczO0gVcMkAoqFXxPLA,《不能說的秘密》電影原聲帶,25,2007-08-13
2elBjNSdBE2Y3f0j1mjrql,6D7H9eUkaMPJ1M3p6ioljZ,依然范特西,10,2006-09-05
2elBjNSdBE2Y3f0j1mjrql,7L8PtRIVYuqIeR9kXwmTek,11月的蕭邦,12,2005-11-01
2elBjNSdBE2Y3f0j1mjrql,3cpkhODgoYVZGWMMLqOeed,2004無與倫比演唱會,25,2004-12-03
2elBjNSdBE2Y3f0j1mjrql,7vSaodFzUYCexkKXeEhkpc,七里香,10,2004-08-03
2elBjNSdBE2Y3f0j1mjrql,2RdWEfazJrGTiIA1x97y1v,葉惠美,11,2003-07-29
2elBjNSdBE2Y3f0j1mjrql,2Y2S4PZh5Lfcm6eKU8aEw9,The One 演唱會,20,2002-10-21
2elBjNSdBE2Y3f0j1mjrql,73TuSaNd471d1A8k5sqax1,八度空間,10,2002-07-18
2elBjNSdBE2Y3f0j1mjrql,2Fqnupm2XuhY25Wa3yjnvY,范特西,10,2001-09-14
2elBjNSdBE2Y3f0j1mjrql,7Gccj3tJAmTV5o2LsDNmwf,同名專輯,10,2000-11-06
2elBjNSdBE2Y3f0j1mjrql,67nUsanK9Kvv1Hjv6eieLo,稻香 (Remix搖滾版),1,2024-07-03
2elBjNSdBE2Y3f0j1mjrql,4rg2QiBWFYBzKtdcJeHnP7,聖誕星 (feat. 楊瑞代),1,2023-12-22
2elBjNSdBE2Y3f0j1mjrql,2EOpsuHcbJDmDZkhxis0Dr,最偉大的作品,1,2022-07-08
2elBjNSdBE2Y3f0j1mjrql,1RDzEskhUbajEbNp9xeglp,Mojito,1,2020-06-12
2elBjNSdBE2Y3f0j1mjrql,3CCBF9PB51KjJyiqCSsKyR,雙截棍 (Patrick Brasca Remix),1,2019-12-28
2elBjNSdBE2Y3f0j1mjrql,6QxYLlLu4gVBeNs1wZoKoZ,我是如此相信(電影《天火》主題曲),1,2019-12-16
2elBjNSdBE2Y3f0j1mjrql,7iCi34kBpXKyBcx03AXXDw,說好不哭,1,2019-09-17
2elBjNSdBE2Y3f0j1mjrql,2wF4yG6uRi8I91x2X3NJnL,不愛我就拉倒,1,2018-05-15
2elBjNSdBE2Y3f0j1mjrql,4IHCvg9UleGOf7v9VJKblR,等你下課,1,2018-01-19
2elBjNSdBE2Y3f0j1mjrql,4YwW3Qk9q7ni3RWPCk8F2i,英雄,1,2016-03-24
2elBjNSdBE2Y3f0j1mjrql,4K52IZD6BM7DZkVs7L9VwJ,Try,1,2016-01-08
2elBjNSdBE2Y3f0j1mjrql,46FMxeQv5GSFwrCgnnwmxU,天地一鬥,1,2011-02-23
2elBjNSdBE2Y3f0j1mjrql,5eCb7QihmF0VCFXCCMqMQY,阿爸,1,2010-10-22
2elBjNSdBE2Y3f0j1mjrql,1bLVJ2Swwxdm2HFROOXNse,千山萬水,1,2008-04-30
2elBjNSdBE2Y3f0j1mjrql,0jPKa9XfNupVyi6u7gf8UG,黃金甲EP,2,2006-12-07
2elBjNSdBE2Y3f0j1mjrql,30Y9J4DCazTldftQCP6mGx,霍元甲EP,2,2006-01-19
2elBjNSdBE2Y3f0j1mjrql,0HJkfIkMwPDH2rSjLUuTFL,尋找周杰倫EP,4,2003-11-11
2elBjNSdBE2Y3f0j1mjrql,0R4r11iZE5C5zTUcDITnXD,范特西EP,3,2001-12-31
2elBjNSdBE2Y3f0j1mjrql,6RzWIntyswksURE4NYRpQB,有點野,11,2001-07-05
2elBjNSdBE2Y3f0j1mjrql,3ztIvMfGfFgrhqFfa6m3Xi,2021中国好声音 第1期 (Live),22,2021-07-30
2elBjNSdBE2Y3f0j1mjrql,5BZIrbFiSeJgdbY96ReQPH,Cindy袁詠琳同名專輯,10,2009-10-30
2elBjNSdBE2Y3f0j1mjrql,2TlkCKktRUCbPukiuQqu5T,愛回溫新歌+精選,24,2005-06-01
2elBjNSdBE2Y3f0j1mjrql,6iwzk5i7zFB3jNPgNLaoEL,Lullaby of the most comfortable in the world Cello & Piano,36,2014-03-01
2elBjNSdBE2Y3f0j1mjrql,7wl0BGxAqf4fORwyaH3vzT,I,7,2019-02-14
2elBjNSdBE2Y3f0j1mjrql,5LH67ibDn7wCYxUuXl0loo,Beautiful Sorrow,18,2014-03-01
2elBjNSdBE2Y3f0j1mjrql,3tIrJRkHHBpYpZr79p5nGa,中国新歌声 第一季 第11期 (Live),8,2016-09-16
3bO19AOone0ubCsfDXDtYt,0xBVvz5KOwJtgrc9sFpnwQ,Wait for You,2,2024-08-23
3bO19AOone0ubCsfDXDtYt,5995013HazvYze8wmylSzw,Stargazing - Moonlight Version,2,2024-06-28
3bO19AOone0ubCsfDXDtYt,4CnzTH5nGjeGC1LzjXOjHt,Stargazing (Live from Manchester),2,2024-06-07
3bO19AOone0ubCsfDXDtYt,3VNxRarx9HUI5w7DHv0TBj,Stargazing,1,2024-05-10
3bO19AOone0ubCsfDXDtYt,4yNdh8AQRD3bcsybZQn2W1,You Promised A Lifetime (Acoustic),7,2024-05-03
3bO19AOone0ubCsfDXDtYt,0Goaxa0IXJHmGMOyGVkBnt,Solo (Piano Version),2,2024-04-05
3bO19AOone0ubCsfDXDtYt,6FoEvts0zjsATXcW0J1COW,You Promised A Lifetime,6,2024-03-29
3bO19AOone0ubCsfDXDtYt,6zcbHGjmhj9djpGpkn47bs,Betting on Us,5,2024-03-15
3bO19AOone0ubCsfDXDtYt,7jfhFHdRgOjyDAvIZ4WNL8,River,4,2024-02-16
3bO19AOone0ubCsfDXDtYt,2bx5KKxt6vrWVZXMIWDXZY,Behind,3,2023-12-27
3bO19AOone0ubCsfDXDtYt,56XluW5TfYzvj8Wlq6iTnh,Solo (Acoustic),4,2023-12-01
3bO19AOone0ubCsfDXDtYt,03jkbwbhopEYNhcbwGwIt8,Solo,1,2023-11-15
3bO19AOone0ubCsfDXDtYt,2jIadS23NAO1Y0JM0hhV21,My Home (Acoustic),1,2023-11-02
3bO19AOone0ubCsfDXDtYt,6PXZreuCbDw0VlSBrPJ1ND,My Home,1,2023-10-13
3bO19AOone0ubCsfDXDtYt,0uFTeqi7HvcLgXioyhR114,Memories (I Don't Have),1,2023-04-14
3bO19AOone0ubCsfDXDtYt,1lWAsvXz2BANFtqUzDiFug,Sweater Weather,1,2023-02-10
2o5jDhtHVPhrJdv3cEQ99Z,4NcNKEziN6KU6eBrKun7eg,DRIVE Continuous DJ Mix,15,2023-04-21
2o5jDhtHVPhrJdv3cEQ99Z,5MZ8KBGWztnBxBlrLPRBZB,DRIVE,13,2023-04-21
2o5jDhtHVPhrJdv3cEQ99Z,6CIslPQSknp875cigkhKJC,The London Sessions,13,2020-05-15
2o5jDhtHVPhrJdv3cEQ99Z,6jd8wvEoi6sCzP92Vt7CPZ,Together,11,2019-04-05
2o5jDhtHVPhrJdv3cEQ99Z,3yyMpOkLtbcbVJFzEESLN0,"CLUBLIFE, VOL. 5: CHINA",36,2017-11-10
2o5jDhtHVPhrJdv3cEQ99Z,3HMuPwQxlJt23qjY8tAVAd,AFTR:HRS (Mixed By Tiësto),14,2016-12-23
2o5jDhtHVPhrJdv3cEQ99Z,4SHlBT6B3kL8bdj6X2xHRp,A Town Called Paradise,19,2014-06-13
2o5jDhtHVPhrJdv3cEQ99Z,5pbsUGC9LpIf2r9QSfJpGZ,"Club Life, Vol. 3 - Stockholm",16,2013-06-11
2o5jDhtHVPhrJdv3cEQ99Z,2BwI9hLyadMsWhWNVCkQMO,Club Life: Vol. Two Miami,16,2012-04-23
2o5jDhtHVPhrJdv3cEQ99Z,1eJ7TnvOWqbjalmcleZY7r,Club Life - Volume One Las Vegas (Unmixed),15,2011-04-05
2o5jDhtHVPhrJdv3cEQ99Z,1Ufqq0yg7gEyRQ70ofgKXe,Club Life - Volume One Las Vegas (Continuous DJ Mix),15,2011-04-05
2o5jDhtHVPhrJdv3cEQ99Z,2MVQk18lcLb877ngATVd7s,Nyana Mixed by Tiësto,27,2010-11-08
2o5jDhtHVPhrJdv3cEQ99Z,4KO7VpizK78kEY0nj1XF1K,Nyana,30,2010-11-01
2o5jDhtHVPhrJdv3cEQ99Z,6hp5Jw14hoYlbfCPH0nLzO,Kaleidoscope: Remixed,14,2010-08-31
2o5jDhtHVPhrJdv3cEQ99Z,7FREsOpG6r1G6Q6NCQrVZg,In Search Of Sunrise 1,15,2010-04-12
2o5jDhtHVPhrJdv3cEQ99Z,4XTivwNLb8VDQdtdjUe070,Parade of the Athletes,13,2009-11-24
2o5jDhtHVPhrJdv3cEQ99Z,34Fv5cFmZXIHGOyNVWR7NM,In Search Of Sunrise 4 - Latin America,30,2009-11-16
2o5jDhtHVPhrJdv3cEQ99Z,3L7HojVI3ELv05boMWUKDv,Kaleidoscope,17,2009-10-02
2o5jDhtHVPhrJdv3cEQ99Z,4YqSXXKn6sjdmP6bChomiI,In Search Of Sunrise 5 - Los Angeles,29,2009-08-04
2o5jDhtHVPhrJdv3cEQ99Z,1V6aACkY6BiInv0fk4A9Rt,Just Be (Remixed),14,2009-07-24
2o5jDhtHVPhrJdv3cEQ99Z,3jZZRjqznQ9uBJXkbfmxR3,Elements Of Life (Remixed),16,2009-07-24
2o5jDhtHVPhrJdv3cEQ99Z,3E8N6fNnqcOwNwUvALrqZ5,Just Be,10,2009-07-22
2o5jDhtHVPhrJdv3cEQ99Z,3WyA1z5podt8njpH9ezr9P,In My Memory,19,2009-07-22
2o5jDhtHVPhrJdv3cEQ99Z,3HpyFfB42wlAuhGDiUpxfF,Elements Of Life,12,2009-07-22
2o5jDhtHVPhrJdv3cEQ99Z,1pJxMMEFi51mp8MCpVonVe,In Search of Sunrise 6 Mixed by Tiësto (Ibiza),28,2009-06-21
2o5jDhtHVPhrJdv3cEQ99Z,5flKWVOguHl9eCh7xdpS13,In Search Of Sunrise 7 - Asia,30,2009-06-17
2o5jDhtHVPhrJdv3cEQ99Z,2WgsYJtIaVRSmBXV8cE51K,In Search of Sunrise 7 Mixed by Tiësto (Asia),28,2009-01-01
2o5jDhtHVPhrJdv3cEQ99Z,42Eez5ZkNDgnn3yMc1geTV,Elements of Life Remixed (Extended Mixes),25,2008-04-26
2o5jDhtHVPhrJdv3cEQ99Z,4WfF83T8Qw5ebqfn0NhmzH,In Search Of Sunrise 6 - Ibiza,30,2007-09-07
2o5jDhtHVPhrJdv3cEQ99Z,2c4beN35SeK8xXdAxuJDiz,In Search of Sunrise 5 Mixed by Tiësto,28,2006-04-25
2o5jDhtHVPhrJdv3cEQ99Z,3G2pJ9kALCIZSSoYjF125I,In Search of Sunrise 4 Mixed by Tiësto (Latin America),28,2005-04-13
2o5jDhtHVPhrJdv3cEQ99Z,0lmGMgIkDw0WZdGItvz8Tm,In Search Of Sunrise 3 - Panama,16,2003
2o5jDhtHVPhrJdv3cEQ99Z,4reFpxSBc8nFj3K4AucUEp,In Search of Sunrise 3 Mixed by Tiësto (Panama),15,2002
2o5jDhtHVPhrJdv3cEQ99Z,4oRptAcrIQ7x76ZWTiInGY,Magik Seven Mixed By DJ Tiësto (Live in Los Angeles),15,2001-07-08
2o5jDhtHVPhrJdv3cEQ99Z,10GbeqAjKBwl1xxatxLZV7,Magik Seven (Live in Los Angeles),16,2001-07-01
2o5jDhtHVPhrJdv3cEQ99Z,3cOcCCqS4MwjADTN7Zdp3A,Magik Six Mixed By DJ Tiësto (Live in Amsterdam),15,2000-06-30
2o5jDhtHVPhrJdv3cEQ99Z,1zBJu5maXZeKtN2Sj571Rp,Magik Six (Live in Amsterdam),16,2000-06-23
2o5jDhtHVPhrJdv3cEQ99Z,59rrCozoGNbwGCTvtPQQNx,Magik Five Mixed By DJ Tiësto (Heaven Beyond),16,2000-05-15
2o5jDhtHVPhrJdv3cEQ99Z,5NKe7A3KdDKkMNVi6wzW0J,Magik Five (Heaven Beyond),16,2000-05-08
2o5jDhtHVPhrJdv3cEQ99Z,19iNgKOymutIdMNkc22Cd5,In Search of Sunrise 2 Mixed by Tiësto,14,2000-05-06
2o5jDhtHVPhrJdv3cEQ99Z,4jJ3AUpq7ugqaXTPpdDYCQ,In Search Of Sunrise 2,15,2000
2o5jDhtHVPhrJdv3cEQ99Z,6KbePiJWWaUpz4IzYl1B0K,In Search of Sunrise 1 Mixed by Tiësto,14,1999-10-20
2o5jDhtHVPhrJdv3cEQ99Z,0TyTU8gRd2qjEUBUZHJTZe,Space Age 2.0 - mixed by Tiësto & DJ Montana,16,1999-06-04
2o5jDhtHVPhrJdv3cEQ99Z,6UA78XCDRVsVWHx60szNtm,Space Age 2.0,17,1999-06-01
2o5jDhtHVPhrJdv3cEQ99Z,0V2krJlFW4T8iKtbniFjAC,Magik Four Mixed By DJ Tiësto (A New Adventure),16,1999-05-08
2o5jDhtHVPhrJdv3cEQ99Z,74TbgpUYtBmrKvVslCimd5,Magik Four (A New Adventure),17,1999-05-01
2o5jDhtHVPhrJdv3cEQ99Z,4wjYE0LkMXeN2CtAPIctUN,Magik Three Mixed By DJ Tiësto (Far from Earth),16,1998-11-08
2o5jDhtHVPhrJdv3cEQ99Z,5rMKXlecto06OAz94BFXxm,Magik Three (Far from Earth),17,1998-11-01
2o5jDhtHVPhrJdv3cEQ99Z,2rcSaSC95Ed5GjNS3ntppX,Magik Two Mixed By DJ Tiësto (The Story of the Fall),16,1998-05-15
0LestIkVCbetqsJ3o72Yzn,67Qjx5KtM3e2NRyzzt3old,LOVE MAZE,8,2021-11-12
0LestIkVCbetqsJ3o72Yzn,0utkIUHUaAoiDRcCL58U8l,飞机场的10:30,1,2024-08-12
0LestIkVCbetqsJ3o72Yzn,42VSCusqzcUlGE3BIu4vbC,無色無味的孤單,1,2023-11-17
0LestIkVCbetqsJ3o72Yzn,33SQcpr4eb9NYQmKkyNk8B,Dance in da Moonlight,1,2023-05-20
0LestIkVCbetqsJ3o72Yzn,0lVGuWFA8H2YzUwxfjhV6S,拜托,1,2022-08-22
0LestIkVCbetqsJ3o72Yzn,0RAycQQuMLlbD0BwYca3KW,到底戀愛是個謎還是個癮,1,2021-10-29
0LestIkVCbetqsJ3o72Yzn,7C2q3gqv6rWcI9nTOHewFI,Dive Deeper,1,2021-08-03
0LestIkVCbetqsJ3o72Yzn,16WF796H7fBZBtadDGqNnf,Feel It Feel It,1,2020-12-22
0LestIkVCbetqsJ3o72Yzn,53XcmEmdvaweJr9iz56pY9,Come Back,1,2020-05-15
0LestIkVCbetqsJ3o72Yzn,1TpQbOX5DPzMyW6hwcUZDJ,Another War,1,2020-04-08
0LestIkVCbetqsJ3o72Yzn,0Z3dVtMX8mCHu8bUYBeeyj,像我們這樣的騙子,8,2020-06-19
0LestIkVCbetqsJ3o72Yzn,2P5LMAguaabuJXmsnGN5XJ,《Aliisha》The Oblivion of Twin Goddesses - Original Soundtrack (English ver.),28,2022-12-16
0LestIkVCbetqsJ3o72Yzn,1NbXjcmPgzO2E3ykYki35p,Love Blossoms,2,2022-12-30
0LestIkVCbetqsJ3o72Yzn,3C0qbqC8kTcVvvtOP8D1Mr,Light the Future,2,2022-12-09
0LestIkVCbetqsJ3o72Yzn,0JS7cJgQiKjjevOibUgwXQ,美好關係,1,2020-02-18
2jnIB6XdLvnJUeNTy5A0J2,0cVSrL39wn0PkBm9PFf6G2,The Good Times and The Bad Ones,10,2021-01-15
2jnIB6XdLvnJUeNTy5A0J2,2qIbHfs93z6eDwGoAdCkXA,8 Letters,8,2018-08-31
2jnIB6XdLvnJUeNTy5A0J2,2Dc1wn06E8wwYLivi87Brc,How Do You Love Somebody,3,2022-05-31
2jnIB6XdLvnJUeNTy5A0J2,21abgAYeRvgOJefmSBA3QW,Just Friends,2,2022-05-13
2jnIB6XdLvnJUeNTy5A0J2,3jJZCkZWJxe7dbYTOqXuV2,Let Me Down Easy (Lie),1,2022-04-14
2jnIB6XdLvnJUeNTy5A0J2,21HiD0KnSLZJAZp1X01lAA,Don’t Wake Me Up (Tom Westy Remix),3,2022-02-11
2jnIB6XdLvnJUeNTy5A0J2,4CI8CduQt7feuYZeSyTuZi,Don’t Wake Me Up (Sevenn Remix),3,2022-02-04
2jnIB6XdLvnJUeNTy5A0J2,2arsu6l2bfEcXWOMF8mFMy,Don’t Wake Me Up (Club Mix),2,2022-01-28
2jnIB6XdLvnJUeNTy5A0J2,6ydP9IJkzpippCnXf2bpNs,Don’t Wake Me Up,1,2022-01-07
2jnIB6XdLvnJUeNTy5A0J2,2DZ94ju5IjhT0LjNZ3ZnHP,Mistletoe,2,2021-11-12
2jnIB6XdLvnJUeNTy5A0J2,4c0eBL6HrPpVZSRtEZIWel,Love Back (Stripped Back),2,2021-10-29
2jnIB6XdLvnJUeNTy5A0J2,4WVPdkba5QybMBD8szrRwB,Love Back,1,2021-10-06
2jnIB6XdLvnJUeNTy5A0J2,18eCZuCRTSTXy3KxqChQYU,The Bad Ones,5,2021-04-16
2jnIB6XdLvnJUeNTy5A0J2,00nHGC3UKxVhT42ZZOP5vO,The Good Times,5,2021-03-26
2jnIB6XdLvnJUeNTy5A0J2,0wO6He0ht90VSKgPA1ZiFm,Slow Down,3,2020-12-17
2jnIB6XdLvnJUeNTy5A0J2,3a9jHD4jj7qcrbbVbeCjMo,Lotus Inn,2,2020-12-04
2jnIB6XdLvnJUeNTy5A0J2,68KIeRyl26qz4Qkrv25FVm,Fallin’ (Adrenaline),1,2020-09-29
2jnIB6XdLvnJUeNTy5A0J2,7EBYUtgXTfna1divfwxeuq,Fallin’ (Adrenaline) [Remixes],7,2020-09-28
2jnIB6XdLvnJUeNTy5A0J2,73MA39KSFI537siPGXAb8q,Chills,1,2019-12-30
2jnIB6XdLvnJUeNTy5A0J2,4D01j7X8gG9sywRqytoHcn,With You This Christmas,1,2019-11-29
2jnIB6XdLvnJUeNTy5A0J2,06NgAMUQP2ATfWViKbymWR,Mad at You,2,2019-10-25
2jnIB6XdLvnJUeNTy5A0J2,1CCkJGpfYbcUYoT5lA3l2y,What Am I (Remixes),4,2019-10-18
2jnIB6XdLvnJUeNTy5A0J2,6sjMzjn5rFo0ZnFLEOjAiY,What Am I (Live and Unplugged Session),1,2019-09-27
2jnIB6XdLvnJUeNTy5A0J2,6IEEEv0mmFYPjhATWKYZRE,What Am I,1,2019-08-23
2jnIB6XdLvnJUeNTy5A0J2,61yKdxR2TbiDJMu4Vex1fU,I Don't Belong In This Club (Remixes),3,2019-08-09
2jnIB6XdLvnJUeNTy5A0J2,5BIySjPyA3tLrp4oF0F0nX,I Still Do,2,2019-07-26
2jnIB6XdLvnJUeNTy5A0J2,79VbosiY3IZYsafkw4BNEp,Come to Brazil,2,2019-06-28
2jnIB6XdLvnJUeNTy5A0J2,5jJMdQiPyWPh8RznQyioyu,Unbelievable,2,2019-05-16
2jnIB6XdLvnJUeNTy5A0J2,1FeP1Zl6STeRWbyielmgKz,Don't Change,2,2019-04-19
2jnIB6XdLvnJUeNTy5A0J2,3pEIf94XjPRgUDyIKOmIBE,I Don't Belong In This Club,2,2019-03-20
2jnIB6XdLvnJUeNTy5A0J2,0FMwyfcJ5E61KIHvgsDopD,Cold in LA,2,2019-02-14
2jnIB6XdLvnJUeNTy5A0J2,085TF4mnNbXQT0m2X05cb0,Big Plans,2,2019-01-17
2jnIB6XdLvnJUeNTy5A0J2,1xDeHCJBLFFRhHt313JX4B,Trust Fund Baby (Remixes),2,2019-01-14
2jnIB6XdLvnJUeNTy5A0J2,48zhxldq7hQ0DAUDPWUzz6,These Girls (Remixes),3,2019-01-14
2jnIB6XdLvnJUeNTy5A0J2,1JDvJL5JKI9S3dxTkmhuXK,8 Letters (Remixes),4,2019-01-14
2jnIB6XdLvnJUeNTy5A0J2,2sFIcASZWGhP0KyMPWemSE,Spotify Singles - Christmas,1,2018-11-19
2jnIB6XdLvnJUeNTy5A0J2,5Hh5BX1UpNACzemVSz78Y1,Spotify Singles,2,2018-10-24
2jnIB6XdLvnJUeNTy5A0J2,1LyeOevFQjSHB7SHdSioK1,8 Letters (Acoustic),1,2018-10-05
2jnIB6XdLvnJUeNTy5A0J2,6SABRnM5wF3hnikO8PPDcQ,Hooked (Borgeous Remix),1,2018-08-24
2jnIB6XdLvnJUeNTy5A0J2,7MhZReP5hiJpTux5XOmjZ9,8 Letters (Rawi Beat Slow Remix),2,2018-08-08
2jnIB6XdLvnJUeNTy5A0J2,6aix4lgk9J4pz0pjbIowdo,Trust Fund Baby,1,2018-02-01
2jnIB6XdLvnJUeNTy5A0J2,5cO7pZep4FTNveuq6VMA5V,A Why Don't We Christmas,5,2017-11-23
2jnIB6XdLvnJUeNTy5A0J2,44amjvaAsYKqcFDuxGgorD,Kiss You This Christmas,1,2017-11-21
2jnIB6XdLvnJUeNTy5A0J2,4tvURFzWBbtEs50K8Q4u92,Invitation,5,2017-09-26
2jnIB6XdLvnJUeNTy5A0J2,39tDgmWFsDVMvzoZjd1FNn,Something Different (Remixes),3,2017-09-08
2jnIB6XdLvnJUeNTy5A0J2,6FIaWivIYFKAPUoQVaT0tq,These Girls,1,2017-08-30
2jnIB6XdLvnJUeNTy5A0J2,7ehrhLf5mBp7eYQgfhZHMn,Why Don't We Just,5,2017-06-02
2jnIB6XdLvnJUeNTy5A0J2,5uRQkE6jg6xWEQuJnSZKEX,Something Different,5,2017-04-21
2jnIB6XdLvnJUeNTy5A0J2,6z1qeT7vI9YUsCHqufGWJy,Only The Beginning,6,2016-11-25
2jnIB6XdLvnJUeNTy5A0J2,5GP0tOn53TzaZL8hW6GzXB,You and Me at Christmas,1,2016-11-24
460u7AKt1ZvsPMB0zoXuAQ,2qelXUCybe7MKeFMJlRnfH,大逆不道,12,2023-08-08
460u7AKt1ZvsPMB0zoXuAQ,6vCC4BMsOSbinQwrleVf5N,因為我還年輕,1,2023-02-23
460u7AKt1ZvsPMB0zoXuAQ,079fAaU2YlD5yQ6KIS6VAI,屁股動,1,2022-10-18
460u7AKt1ZvsPMB0zoXuAQ,0lXlvbTAnSFezJS6hVu15X,FIRE 2022,1,2022-05-05
460u7AKt1ZvsPMB0zoXuAQ,0HOekjHuL3jpUBqCwugH2N,Life Is A Bitch,1,2021-10-07
460u7AKt1ZvsPMB0zoXuAQ,6KLSV5Zt4ZWnRyPuq2cUyK,資本主義,1,2021-06-28
460u7AKt1ZvsPMB0zoXuAQ,5gb09NRqAMl2F8wjNgL2wf,積極太陽 Feat. 反骨男孩,1,2021-04-15
460u7AKt1ZvsPMB0zoXuAQ,2hLyvkSAqyJYzucDGkldeN,天轟回來到,1,2021-02-25
460u7AKt1ZvsPMB0zoXuAQ,2Ps1D59rfOE5dc9qrpw7Fi,不然你唱啊,2,2021-01-19
460u7AKt1ZvsPMB0zoXuAQ,2CTlmhNJCYYKdpvPc5xsuF,早上起床,1,2020-12-16
460u7AKt1ZvsPMB0zoXuAQ,1Wdon67ZOKTW7bAhQSNW2T,國王,1,2020-09-28
460u7AKt1ZvsPMB0zoXuAQ,4wcT3vM61IG9EpQad8MS0c,婊子雷達 (Lizi Solo),1,2020-08-05
460u7AKt1ZvsPMB0zoXuAQ,5qfTwaCOvvWrfflpXKr9Zt,都關掉 Feat. BG8LOCC,1,2020-05-30
460u7AKt1ZvsPMB0zoXuAQ,6iUaHBGq1mIkQBC82Sg2N3,"藥王回來到 ""Asia"" Is Back",3,2020-04-02
460u7AKt1ZvsPMB0zoXuAQ,7EvtzVevAxrEcZB4m59GKY,狗狗歷險記,8,2022-12-16
460u7AKt1ZvsPMB0zoXuAQ,6uwT7SdJhtMi8Vdhx0zKuz,新聲宿營第一季,5,2022-05-03
460u7AKt1ZvsPMB0zoXuAQ,0mKIGLvZs0Op3IRJBaCAZ5,AsiaFreaks Cypher Vol. 1,1,2023-10-31
460u7AKt1ZvsPMB0zoXuAQ,2D42cizhKg0EATGIxnPSDw,少年吔，安啦！30週年致敬合輯,7,2022-07-01
460u7AKt1ZvsPMB0zoXuAQ,7yG6XfPhl4Ia5IGS0qtIGx,現主時,1,2021-11-16
460u7AKt1ZvsPMB0zoXuAQ,2HYY0gXfZZCB9fMf1go7HL,"噱了! (少年吔, 安啦! 30週年致敬合輯Cypher曲)",1,2022-08-09
2qXGNIlmY3JrYkxOWyXZsd,3lHtaWlEUfb7unlRMyVx23,EARTHBOUND,12,2022-02-16
