date,rank,track_name,artist_names,peak_rank,previous_rank,days_on_chart,streams,track_id,artist_id
2023-09-11,35,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,1,39,1394,"23,265",69zgyr5HVKdInjeKpq1qHa,3TtgOeQcNkf9WVDA4xPBJM
2023-09-11,36,Letting Go,Tanya Chua,14,33,452,"23,182",6FSOibqLCbhFrmGdqMbwiZ,376pcuw4IgWBMOUwCr8kIm
2023-09-11,37,ETA,NewJeans,6,43,53,"23,081",56v8WEnGzLByGsDAXDiv4d,6HvZYsbFfjnjFrWF950C9d
2023-09-11,38,Without You,高爾宣 OSN,1,36,1621,"22,954",0KWnRv3wxjltYVB3MqjNd2,4TcOznbEZBqev21LzAH4KE
2023-09-11,39,你是我這輩子最想愛的呀,五堅情WOLF(S) (邱鋒澤、陳零九、黃偉晉、賴晏駒、婁峻碩),35,49,9,"22,868",4NF4arILnIdBOZu2FkRV8P,7H6h9MXX9ms8IV2QGLrQSp
2023-09-11,40,Slow Dancing (Piano Ver.),V,38,38,4,"22,505",7pgbDdy7ax962o9d2xJceV,3JsHnjpbhX4SnySpvpa9DK
2023-09-11,41,最好的時光,安溥,1,41,73,"22,391",0eFRk9wgFPxg6iXhDjvGAo,7m3hJRouj4fFil1ksJDx0I
2023-09-11,42,小城夏天,LBI利比,16,32,416,"22,271",4QZMBVrBLAvBryj8ZJIIY2,1xMn0bhYRWHDV01mU8gP1J
2023-09-11,43,Hype Boy,NewJeans,5,45,407,"22,132",0a4MMyCrzT0En247IhqZbD,6HvZYsbFfjnjFrWF950C9d
2023-09-11,44,就让这大雨全都落下,Joey Yung,23,42,131,"21,960",0J3GWS0Bv6I1reM1J69UBM,2zzKlxMsKTPMsZacZCPRNA
2023-09-11,45,披星戴月的想你,告五人,15,40,1700,"21,442",7tgzj2IqzSgUpxUhjmcF5m,6xErgeZYatiaQ36SB5bvi8
2023-09-11,46,Somebody Else,高爾宣 OSN,23,47,410,"21,341",6gOZzuHIApHtAPTelkOMUc,4TcOznbEZBqev21LzAH4KE
2023-09-11,47,一念之間,告五人,11,46,210,"21,044",0XEEIG7IVzJUdkCg6taS9d,6xErgeZYatiaQ36SB5bvi8
2023-09-11,48,慢冷,Fish Leong,11,44,1580,"20,975",3NNDJfWMGHuNpvHWTImmlW,3aIDSTKS9yH745GUQBxDcS
2023-09-11,49,仗着,陈壹千,20,48,211,"20,826",2hSRWmpK1gSuMTF3IvXfcC,21pP8kvWpNCDhy2fMOTOAf
2023-09-11,50,有些,颜人中,16,51,803,"20,551",3V2v19gDm4rmRkMwcgS4X2,5PNcqs6EtD6gSXgUiiJIUU
2023-09-11,51,晴天,Jay Chou,18,50,1064,"19,700",0F02KChKwbcQ3tk4q1YxLH,2elBjNSdBE2Y3f0j1mjrql
2023-09-11,52,一直都在 - 《我的麻吉4個鬼》電影主題曲,WeiBird,33,53,29,"18,747",2pjAig6rbTn1Th9p9yjjwd,7y3HnWCFEvWj4KM9GFSkiX
2023-09-11,53,擱淺,Jay Chou,26,52,603,"18,662",4Rt9k4SE8dbfKzngxKJPq9,2elBjNSdBE2Y3f0j1mjrql
2023-09-11,54,Dance The Night - From Barbie The Album,Dua Lipa,17,54,57,"18,653",1vYXt7VSjH9JIM5oRRo7vA,6M2wZ9GZgrQXHCFfjv46we
2023-09-11,55,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",1,55,795,"17,679",567e29TDzLwZwfDuEpGTwo,2tIP7SsRs7vjIcLrU85W8J
2023-09-11,56,All 4 Nothing (I'm So In Love),Lauv,29,59,15,"17,418",7I5WT7DtpwSAhEeDLpZEfm,5JZ7CnR6gTvEMKX4g70Amv
2023-09-11,57,New Jeans,NewJeans,5,60,67,"17,406",6rdkCkjk6D12xRpdMXy0I2,6HvZYsbFfjnjFrWF950C9d
2023-09-11,58,愛人錯過,告五人,12,56,1024,"17,076",27FOde2nUw0pFuj7hlPbaS,6xErgeZYatiaQ36SB5bvi8
2023-09-11,59,飞鸟和蝉,Ren Ran,1,58,1112,"17,002",6XBL9naPxZjATbmGAWGJ9V,6f4srX54JFrLNK4aTJe2Sc
2023-09-11,60,好不容易 (《華燈初上》片尾曲),告五人,2,57,638,"16,890",6jNy9WM3zyvG9E5bdVALl8,6xErgeZYatiaQ36SB5bvi8
2023-09-11,61,炙愛 - 女聲版,Vicky Chen,9,71,1278,"16,858",3CEkc8f1UDvI7kohz3ARpA,01u3qI3xMGFvktXyRSMGRZ
2023-09-11,62,Ghost,Justin Bieber,12,67,704,"16,491",6I3mqTwhRpn34SLVafSH7G,1uNFoZAHBGtllmzznpCI3s
2023-09-11,63,Killin’ Me Good,JIHYO,11,78,25,"16,445",0YlS16W4HY6CJVk7Q750Yu,7F1iAHRYxR3MY7yAEuFqgL
2023-09-11,64,毒药,周星星,61,61,16,"16,367",60PL1vtOCFBXwwZeQlVHN9,21G0EtHm49HAvOa0Au4PMp
2023-09-11,65,I Like Me Better,Lauv,18,62,46,"16,295",0EcQcdcbQeVJn9fknj44Be,5JZ7CnR6gTvEMKX4g70Amv
2023-09-11,66,Blue,V,53,66,4,"16,114",2UU11hvjN1JIn4iihEodNT,3JsHnjpbhX4SnySpvpa9DK
2023-09-11,67,雪 Distance,"Capper, 羅言",7,65,177,"16,008",0EpH84Gd5z9xDavnWowfaC,0NWX8s7X9gtjad7sIB0uba
2023-09-11,68,For Us,V,52,64,4,"15,943",4HAOgAnILvXCbSODMoRnmD,3JsHnjpbhX4SnySpvpa9DK
2023-09-11,69,嘉宾,张远,5,68,736,"15,732",1IVj6CsBbTgOEpo0W6hgwN,3PutidTQajzWO1gTetJReW
2023-09-11,70,親愛的對象 - 《關於我和鬼變成家人的那件事》電影主題曲,Jolin Tsai,2,75,278,"15,643",70ywpHtaToCmnULRT9Vu4p,1r9DuPTHiQ7hnRRZ99B8nL
2023-09-11,71,TOMBOY,(G)I-DLE,3,63,547,"15,549",0IGUXY4JbK18bu9oD4mPIm,2AfmfGFbe0A0WsTYm0SDTx
2023-09-11,72,遇見,Stefanie Sun,42,76,350,"15,532",3xJK8ywApYVEYIDhymYMC6,0SIXZXJCAhNU8sxK0qm7hn
2023-09-11,73,UNFORGIVEN (feat. Nile Rodgers),"LE SSERAFIM, Nile Rodgers",2,70,134,"15,524",51vRumtqbkNW9wrKfESwfu,4SpbR6yFEvexJuaBpgAU5p
2023-09-11,74,Cool With You,NewJeans,3,79,53,"15,468",02wk5BttM0QL38ERjLPQJB,6HvZYsbFfjnjFrWF950C9d
2023-09-11,75,CAKE,ITZY,34,81,43,"15,452",121rSDpNoXL96bKOEdTGpW,2KC9Qb60EaY0kW4eH68vr3
2023-09-11,76,紅色高跟鞋,Tanya Chua,41,72,1408,"15,352",5DSF1VTSaaAFIesJLlltuM,376pcuw4IgWBMOUwCr8kIm
2023-09-11,77,夏天,Nicky Lee,77,94,42,"15,240",5plHkhLqsFla3nUJhtSZ7w,6DuHQk8gJbyVlhajer8IuF
2023-09-11,78,多遠都要在一起,G.E.M.,54,73,398,"15,239",55d0jw269HE9pbOt5ntCo8,7aRC4L63dBn3CiLDuWaLSI
2023-09-11,79,想太多,Nicky Lee,19,80,316,"15,231",7IiSESHLOtsoEXTlXa0bjJ,6DuHQk8gJbyVlhajer8IuF
2023-09-11,80,嚣张,en,8,69,152,"15,200",1vfUASvUGt3gxQ1x3T3u1C,7z7tLLiBfmH0kZ2lNVs8LW
2023-09-11,81,Pink Venom,BLACKPINK,1,74,389,"15,082",5zwwW9Oq7ubSxoCGyW1nbY,41MozSoPIsD1dJM0CLPjZF
2023-09-11,82,十年,Eason Chan,52,77,356,"14,745",25pWemriUQVrZ3yIiS2IBf,2QcZxAgcs2I1q7CtCkl6MI
2023-09-11,83,小情歌,sodagreen,38,82,719,"14,616",4FhJ7YSRxATHnaRg4nGs6t,3WYT2b8pOLsLsqSaoWYr7U
2023-09-11,84,閣愛妳一擺,EggPlantEgg,2,84,641,"14,589",07plVccQ0N6FTTTonk3c2M,6g641431O1Xkl7HAs2yFEg
2023-09-11,85,當你,Cyndi Wang,27,96,633,"14,479",4xNDbq22jC2Vdf6QV2uArL,3AroL2oDPiAnMpTmIQv3KP
2023-09-11,86,沒有關係,Vicky Chen,28,93,61,"14,297",79TMN9XqG2uwuhgVUw7siC,01u3qI3xMGFvktXyRSMGRZ
2023-09-11,87,說好不哭,"Jay Chou, Ashin Chen",1,90,1457,"14,254",77BQceOpfvUBXgokOFHYMm,2elBjNSdBE2Y3f0j1mjrql
2023-09-11,88,I'm Alive,"W.M.L, Vicky Chen",11,87,416,"14,197",0FfNFvy5KRRyB2snvK39zL,5PeVQEj4Yr0TB9CuG83dPB
2023-09-11,89,就忘了吧,1K,15,88,223,"14,162",0DHk1BgLDEddRvZ4wy5s6a,3jA4yAKBVxi0j63Fglm1pU
2023-09-11,90,你的答案,阿冗,15,92,1267,"14,064",4QWSICaQ6LGmcS8qX9lNVh,3dTgjg7lzUGiD3NwcGCK1n
2023-09-11,91,听说你,"于冬然, 李艺皓",53,89,58,"14,048",4PKU5mPzC5lEDOLvVJ04As,7mJv2vnmyEbD8eyI7tMLKs
2023-09-11,92,"24/7, 365",elijah woods,92,103,11,"14,033",05QUYSOApWLr8oBbpONl7p,3IR6DvP0x2a6oUSist9UMu
2023-09-11,93,讓我留在你身邊,Eason Chan,5,99,340,"13,963",07MNtfddtgCo6VrUm3O9dw,2QcZxAgcs2I1q7CtCkl6MI
2023-09-11,94,Shut Down,BLACKPINK,1,83,361,"13,905",7gRFDGEzF9UkBV233yv2dc,41MozSoPIsD1dJM0CLPjZF
2023-09-11,95,孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,4,85,537,"13,786",6akVETVeqqPVvuBS5e0EB1,2QcZxAgcs2I1q7CtCkl6MI
2023-09-11,96,Drowning,"高爾宣 OSN, 李浩瑋 Howard Lee",17,100,490,"13,733",29l0WglBnIAye0K8Ym4gtG,4TcOznbEZBqev21LzAH4KE
2023-09-11,97,NIGHT DANCER,imase,53,91,205,"13,609",3gmn76fCtpDazGMnN0QMHX,4TaSvnT5o4REFwhqfrmK27
2023-09-11,98,Anti-Hero,Taylor Swift,1,104,326,"13,380",0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02
2023-09-11,99,vampire,Olivia Rodrigo,27,86,74,"13,363",1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG
2023-09-11,100,0321,space x,11,102,425,"13,198",1pbb71pOKB5iqfkju4NmPj,5MfPm7ai5Y5vRePZ4MC9XL
2023-09-11,101,七里香,Jay Chou,58,97,272,"13,197",3kwqNLXvsjSrIXbVsRBj8q,2elBjNSdBE2Y3f0j1mjrql
2023-09-11,102,LOVE DIVE,IVE,5,105,525,"13,154",0Q5VnK2DYzRyfqQRJuUtvi,6RHTUrRF63xao58xh9FXYJ
2023-09-11,103,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),EggPlantEgg,1,98,911,"13,146",4fJlSLYLiu5trFCMZdSQDC,6g641431O1Xkl7HAs2yFEg
2023-09-11,104,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,51,95,18,"13,112",1mFpMoeZfkIqtqW2AfQ8ba,41MozSoPIsD1dJM0CLPjZF
2023-09-11,105,Love Lee,AKMU,105,118,8,"13,073",1qosh64U6CR5ki1g1Rf2dZ,6OwKE9Ez6ALxpTaKcT5ayv
2023-09-11,106,圍牆,Nicky Lee,60,134,20,"13,002",7mFemsen8hkEoC5a4qeD6C,6DuHQk8gJbyVlhajer8IuF
2023-09-11,107,Blank Space,Taylor Swift,88,106,110,"12,974",1u8c2t2Cy7UBoG4ArRcF5g,06HL4z0CvFAxyc27GXpf02
2023-09-11,108,查無此心 - 《查無此心》電影主題曲,A-Lin,49,114,25,"12,846",0QMtpUJcjt7IEl7FFSd8AJ,28gf2piFx6cAKOMIwcky5a
2023-09-11,109,燈,Soushi Sakiyama,78,129,44,"12,750",7jtXjZ3JViUo9M3ogYAapO,1IEretLePzJKj8R6KCEaBA
2023-09-11,110,Used To Be Young,Miley Cyrus,42,131,18,"12,730",41WQUSINanQHfhfKpFDsms,5YGY8feqx7naU7z4HrwZM6
2023-09-11,111,I Love My Body,HWASA,90,156,5,"12,726",0pHylQR53epYtRcVIhUSCh,7bmYpVgQub656uNTu6qGNQ
2023-09-11,112,我們到底算什麼,徐暐翔,58,113,50,"12,688",3SSUUro7FoNAWQEa01xtZY,2xZkWvVTxC65o3dqETdfPm
2023-09-11,113,能不能和我留在台北(陪我幾天),icyball,29,117,124,"12,639",63N9fNPJ5kkbvtntCwgIbm,4GsjZQZJ3viOq4Uw8wZDbW
2023-09-11,114,我們的愛,F.I.R.,90,124,13,"12,593",0Q4YuuiCuxIIKUw2fb1cmV,5oqLnVZzJJXE3YnzzZfRKu
2023-09-11,115,After LIKE,IVE,2,109,386,"12,583",2gYj9lubBorOPIVWsTXugG,6RHTUrRF63xao58xh9FXYJ
2023-09-11,116,Flowers,Miley Cyrus,7,121,242,"12,567",4DHcnVTT87F0zZhRPYmZ3B,5YGY8feqx7naU7z4HrwZM6
2023-09-11,117,I DO,(G)I-DLE,15,108,60,"12,530",6SePnvTZkIXZznc8Ftc6vM,2AfmfGFbe0A0WsTYm0SDTx
2023-09-11,118,年少有為,Ronghao Li,1,112,1881,"12,509",6XY80Ofqd8j0SGiEdRLwCp,0rTP0x4vRFSDbhtqcCqc8K
2023-09-11,119,怎麼了,Eric Chou,2,101,1706,"12,490",5cU1O9P0EDA0rPkPDykhIm,5fEQLwq1BWWQNR8GzhOIvi
2023-09-11,120,I Ain't Worried,OneRepublic,3,107,472,"12,451",4fYte8ZvTK14NEhAOZocBi,5Pwc4xIPtQLFEnJriah9YJ
2023-09-11,121,Kill Bill,SZA,29,116,272,"12,424",1Qrg8KqiBpW07V7PNxwwwL,7tYKF4w9nC0nq9CsPZTHyP
2023-09-11,122,最後一次,高爾宣 OSN,8,111,4,"12,278",4fw4NwYVD8nLWLtKtlN8df,4TcOznbEZBqev21LzAH4KE
2023-09-11,123,Super,SEVENTEEN,2,125,141,"12,277",3AOf6YEpxQ894FmrwI9k96,7nqOGRxlXj7N2JYbgNEjYH
2023-09-11,124,墮落 (feat. Buddha Jump 佛跳牆),"Naiwen Yang, Buddha Jump",117,150,14,"12,272",1hT86g2KE4982nzi9NfrrO,2Vl4kZKeQslEl4P0ATWuue
2023-09-11,125,Kitsch,IVE,2,122,169,"12,053",7foeH2Emgq8A3LWk3q6dat,6RHTUrRF63xao58xh9FXYJ
2023-09-11,126,路過人間 (電視劇《我們與惡的距離》插曲),Yisa Yu,4,110,260,"12,005",1ZSleGniKMWNrWvK5cGALO,75CM5fojYdKYD0xYSFh22Z
2023-09-11,127,再見煙火,卓義峯,56,196,2,"11,972",2urzYCyon3tncXk26kpMYo,0GVoNfTDWNN9TUXc4mx1FX
2023-09-11,128,Attention,NewJeans,11,139,407,"11,918",2pIUpMhHL6L9Z5lnKxJJr9,6HvZYsbFfjnjFrWF950C9d
2023-09-11,129,與愛無關 (劇集《七時吉祥》自愛勇氣曲),LaLa Hsu,84,147,7,"11,871",0SVP6Ws01w946iBsHepY4Y,3dI4Io8XE33J2o04ZwjR0Y
2023-09-11,130,后继者,Ren Ran,77,146,302,"11,712",5vqYJFxGOZ2nfdR1YpwI74,6f4srX54JFrLNK4aTJe2Sc
2023-09-11,131,我走后 - 发行版,小咪,119,142,56,"11,712",32UZM0QSWwqzLbyr1YoS7x,1EnZU1clkEHET416Er1WO2
2023-09-11,132,Lemon,Kenshi Yonezu,15,128,1716,"11,682",04TshWXkhV1qkqHzf31Hn6,1snhtMLeb2DYoMOcVbb8iB
2023-09-11,133,永不失聯的愛,Eric Chou,78,119,142,"11,620",46fURCnWErjFdNM2yBJ2c8,5fEQLwq1BWWQNR8GzhOIvi
2023-09-11,134,石橋,Gummy B,14,140,198,"11,581",1GSaEKLXJMbgS25vLiC1or,041GibkKYtPdNlIAqxs1gs
2023-09-11,135,"起風了 (電視劇《加油, 你是最棒的》主題曲)",吳青峰,31,120,962,"11,563",5ZiMscIUd9Gozq4JFPnlJQ,5a5vu4RzsAHdKN0aYyblZ8
2023-09-11,136,Why You Gonna Lie,高爾宣 OSN,3,133,7,"11,551",1rjUBUTswCkN8DIBxkgjJs,4TcOznbEZBqev21LzAH4KE
2023-09-11,137,Someone You Loved,Lewis Capaldi,14,132,201,"11,536",7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB
2023-09-11,138,"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,56,135,110,"11,521",4QhnNyKDsAkXPwHkSnuc89,4SpbR6yFEvexJuaBpgAU5p
2023-09-11,139,ANTIFRAGILE,LE SSERAFIM,5,115,330,"11,492",0bMoNdAnxNR0OuQbGDovrr,4SpbR6yFEvexJuaBpgAU5p
2023-09-11,140,As It Was,Harry Styles,6,145,529,"11,489",4Dvkj6JhhA12EX05fT7y2e,6KImCVD70vtIoJWnq6nGn3
2023-09-11,141,珊瑚海,"Jay Chou, Lara Liang",74,123,523,"11,472",4JY5s40ymnG18f6wxQtzPw,2elBjNSdBE2Y3f0j1mjrql
2023-09-11,142,床,No Party For Cao Dong,2,161,158,"11,470",7iNnvOWQSTQPLn5WPu0gdU,3HXSUfI76zVZk71UMAeVfp
2023-09-11,143,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4,149,82,"11,460",0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60
2023-09-11,144,静悄悄,大泫,103,136,102,"11,373",751bgbxEOI9bjbTO88EKIb,3mpbX209GwoScDJLVLRHk9
2023-09-11,145,On My Way《地獄里長》主題曲,"Sophie Chen, 高爾宣 OSN",20,138,97,"11,338",5z7v55W0mQtMj8nrCLAAAc,2DIegoHjgAlIc6HYGGbu4h
2023-09-11,146,真心話,李浩瑋 Howard Lee,53,130,85,"11,334",06Hci8wC8NSf2r5OHqhivw,7EkkWNWPiWFQ0rA9IEmMXs
2023-09-11,147,夜に駆ける,YOASOBI,38,127,998,"11,332",6MCjmGYlw6mQVWRFVgBRvB,64tJ2EAv1R6UaZqc4iOCyj
2023-09-11,148,Spicy,aespa,14,141,127,"11,327",1ULdASrNy5rurl1TZfFaMP,6YVMFz59CuY7ngCxTxjpxE
2023-09-11,149,Nonsense,Sabrina Carpenter,65,144,243,"11,280",6dgUya35uo964z7GZXM07g,74KM79TiuVKeVCqs8QtB0B
2023-09-11,150,安静的稻草人,Daven Wu,84,148,109,"11,275",3LEhWXtzVIBFORQZYPXqNj,1ozUFRkT8GzwGMFKm80fs8
2023-09-11,151,終究還是因為愛,TRASH,11,154,718,"11,198",53yiHIP3ptxWtT4ambRcgb,3KZMUYrA5eIfgZdIFRmNe4
2023-09-11,152,你說這叫天秤座但你喜歡,王ADEN,99,159,21,"11,053",5vYF35h9hdvYWfCL3Zb8Xj,4ecBfM4xa6ZLDr7P8lsyTV
2023-09-11,153,Steal The Show,Lauv,63,143,66,"11,013",6R5fYCySNHrqo4Og6O1ppn,5JZ7CnR6gTvEMKX4g70Amv
2023-09-11,154,很久以後 - 電影《可不可以，你也剛好喜歡我》主題曲,G.E.M.,18,198,6,"11,004",6lZKB76djHxzO0p2Y3E8vj,7aRC4L63dBn3CiLDuWaLSI
2023-09-11,155,不在一起就不會分開,Pei-Yu Hung,17,160,73,"10,995",7gq2WiPb6MgCAL9YEUkpZW,0rARfHZ4ZteUlzbAuxUwAs
2023-09-11,156,群青,YOASOBI,62,137,318,"10,980",1zd35Y44Blc1CwwVbW3Qnk,64tJ2EAv1R6UaZqc4iOCyj
2023-09-11,157,無人知曉,Hebe Tien,2,—,1,"10,942",5R3KGS53DCrlbi6cxECAEH,14bJhryXGk6H6qlGzwj3W5
2023-09-11,158,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Eric Chou,8,151,140,"10,872",2gug6MRv4xQFYi9LA3PJCS,5fEQLwq1BWWQNR8GzhOIvi
2023-09-11,159,女孩子就是要被捧在手心,陳華,89,179,8,"10,617",1EjKrQJ1vPmkg03b1axITN,5ZxRmJ21NzjxD2ZGBxi7um
2023-09-11,160,一生只督妳一人 (《請問，還有哪裡需要加強》電影主題曲),玖壹壹,56,157,56,"10,548",5Xq7rqurMq98fcfezsR5ds,3w8fdvgPp2aKgy125EBgVg
2023-09-11,161,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,1,171,147,"10,479",4F7ZAsndEIJXyFzJUHNlRu,2JBUyLiFvpFPWdZGqIGYLD
2023-09-11,162,bad idea right?,Olivia Rodrigo,73,170,4,"10,443",3IX0yuEVvDbnqUwMBB3ouC,1McMsnEElThX1knmY4oliG
2023-09-11,163,浪流連,EggPlantEgg,1,158,26,"10,431",7a6VJHMS9ttKsj55cKC51G,6g641431O1Xkl7HAs2yFEg
2023-09-11,164,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,1,177,49,"10,429",6iNH42q8haGYDYGhKK6XiJ,28gf2piFx6cAKOMIwcky5a
2023-09-11,165,下雨天,Nan Quan Mama,133,153,13,"10,412",3BfjVIPmUpIrgqLdOJP1My,48Smhc0ISwYYRSad1uXSns
2023-09-11,166,Peter Pan Was Right,Anson Seabra,134,169,9,"10,348",2At18rPHOuTEjGEppwGV0A,2jHp7gQArCQrlMvdrIVFCg
2023-09-11,167,i'm so tired...,"Lauv, Troye Sivan",2,168,13,"10,330",7LpMG3AEaIJgs62HQhAa91,5JZ7CnR6gTvEMKX4g70Amv
2023-09-11,168,Better Things,aespa,60,183,25,"10,309",6zZWoHlF2zNSLUNLvx4GUl,6YVMFz59CuY7ngCxTxjpxE
2023-09-11,169,遺憾,Abin Fang,64,188,19,"10,287",5nQCxF5H1f0XcEWeaRVUED,3sHU5vwszRfnJNhvcYNZdS
2023-09-11,170,Something Just Like This,"The Chainsmokers, Coldplay",1,162,11,"10,279",6RUKPb4LETWmmr3iAEQktW,69GGBxA162lTqCwzJG5jLp
2023-09-11,171,Nxde,(G)I-DLE,1,126,330,"10,221",6NnCWIWV740gP7DQ8kqdIE,2AfmfGFbe0A0WsTYm0SDTx
