date,rank,track_name,artist_names,peak_rank,previous_rank,days_on_chart,streams,track_id,artist_id
2023-09-10,50,晴天,Jay Chou,18,53,1063,"20,664",0F02KChKwbcQ3tk4q1YxLH,2elBjNSdBE2Y3f0j1mjrql
2023-09-10,51,有些,颜人中,16,50,802,"20,553",3V2v19gDm4rmRkMwcgS4X2,5PNcqs6EtD6gSXgUiiJIUU
2023-09-10,52,擱淺,Jay Chou,26,54,602,"19,553",4Rt9k4SE8dbfKzngxKJPq9,2elBjNSdBE2Y3f0j1mjrql
2023-09-10,53,一直都在 - 《我的麻吉4個鬼》電影主題曲,WeiBird,33,51,28,"19,323",2pjAig6rbTn1Th9p9yjjwd,7y3HnWCFEvWj4KM9GFSkiX
2023-09-10,54,Dance The Night - From Barbie The Album,Dua Lipa,17,52,56,"19,209",1vYXt7VSjH9JIM5oRRo7vA,6M2wZ9GZgrQXHCFfjv46we
2023-09-10,55,STAY (with Justin Bieber),"The Kid LAROI, Justin Bieber",1,57,794,"18,579",567e29TDzLwZwfDuEpGTwo,2tIP7SsRs7vjIcLrU85W8J
2023-09-10,56,愛人錯過,告五人,12,55,1023,"18,542",27FOde2nUw0pFuj7hlPbaS,6xErgeZYatiaQ36SB5bvi8
2023-09-10,57,好不容易 (《華燈初上》片尾曲),告五人,2,63,637,"17,819",6jNy9WM3zyvG9E5bdVALl8,6xErgeZYatiaQ36SB5bvi8
2023-09-10,58,飞鸟和蝉,Ren Ran,1,61,1111,"17,757",6XBL9naPxZjATbmGAWGJ9V,6f4srX54JFrLNK4aTJe2Sc
2023-09-10,59,All 4 Nothing (I'm So In Love),Lauv,29,59,14,"17,541",7I5WT7DtpwSAhEeDLpZEfm,5JZ7CnR6gTvEMKX4g70Amv
2023-09-10,60,New Jeans,NewJeans,5,66,66,"17,529",6rdkCkjk6D12xRpdMXy0I2,6HvZYsbFfjnjFrWF950C9d
2023-09-10,61,毒药,周星星,61,69,15,"17,254",60PL1vtOCFBXwwZeQlVHN9,21G0EtHm49HAvOa0Au4PMp
2023-09-10,62,I Like Me Better,Lauv,18,70,45,"17,171",0EcQcdcbQeVJn9fknj44Be,5JZ7CnR6gTvEMKX4g70Amv
2023-09-10,63,TOMBOY,(G)I-DLE,3,60,546,"17,073",0IGUXY4JbK18bu9oD4mPIm,2AfmfGFbe0A0WsTYm0SDTx
2023-09-10,64,For Us,V,52,56,3,"16,952",4HAOgAnILvXCbSODMoRnmD,3JsHnjpbhX4SnySpvpa9DK
2023-09-10,65,雪 Distance,"Capper, 羅言",7,67,176,"16,875",0EpH84Gd5z9xDavnWowfaC,0NWX8s7X9gtjad7sIB0uba
2023-09-10,66,Blue,V,53,58,3,"16,873",2UU11hvjN1JIn4iihEodNT,3JsHnjpbhX4SnySpvpa9DK
2023-09-10,67,Ghost,Justin Bieber,12,86,703,"16,794",6I3mqTwhRpn34SLVafSH7G,1uNFoZAHBGtllmzznpCI3s
2023-09-10,68,嘉宾,张远,5,65,735,"16,590",1IVj6CsBbTgOEpo0W6hgwN,3PutidTQajzWO1gTetJReW
2023-09-10,69,嚣张,en,8,62,151,"16,583",1vfUASvUGt3gxQ1x3T3u1C,7z7tLLiBfmH0kZ2lNVs8LW
2023-09-10,70,UNFORGIVEN (feat. Nile Rodgers),"LE SSERAFIM, Nile Rodgers",2,72,133,"16,543",51vRumtqbkNW9wrKfESwfu,4SpbR6yFEvexJuaBpgAU5p
2023-09-10,71,炙愛 - 女聲版,Vicky Chen,9,68,1277,"16,532",3CEkc8f1UDvI7kohz3ARpA,01u3qI3xMGFvktXyRSMGRZ
2023-09-10,72,紅色高跟鞋,Tanya Chua,41,64,1407,"16,278",5DSF1VTSaaAFIesJLlltuM,376pcuw4IgWBMOUwCr8kIm
2023-09-10,73,多遠都要在一起,G.E.M.,54,79,397,"16,040",55d0jw269HE9pbOt5ntCo8,7aRC4L63dBn3CiLDuWaLSI
2023-09-10,74,Pink Venom,BLACKPINK,1,71,388,"16,006",5zwwW9Oq7ubSxoCGyW1nbY,41MozSoPIsD1dJM0CLPjZF
2023-09-10,75,親愛的對象 - 《關於我和鬼變成家人的那件事》電影主題曲,Jolin Tsai,2,73,277,"15,982",70ywpHtaToCmnULRT9Vu4p,1r9DuPTHiQ7hnRRZ99B8nL
2023-09-10,76,遇見,Stefanie Sun,42,74,349,"15,935",3xJK8ywApYVEYIDhymYMC6,0SIXZXJCAhNU8sxK0qm7hn
2023-09-10,77,十年,Eason Chan,52,100,355,"15,848",25pWemriUQVrZ3yIiS2IBf,2QcZxAgcs2I1q7CtCkl6MI
2023-09-10,78,Killin’ Me Good,JIHYO,11,78,24,"15,584",0YlS16W4HY6CJVk7Q750Yu,7F1iAHRYxR3MY7yAEuFqgL
2023-09-10,79,Cool With You,NewJeans,3,77,52,"15,359",02wk5BttM0QL38ERjLPQJB,6HvZYsbFfjnjFrWF950C9d
2023-09-10,80,想太多,Nicky Lee,19,82,315,"15,332",7IiSESHLOtsoEXTlXa0bjJ,6DuHQk8gJbyVlhajer8IuF
2023-09-10,81,CAKE,ITZY,34,76,42,"15,296",121rSDpNoXL96bKOEdTGpW,2KC9Qb60EaY0kW4eH68vr3
2023-09-10,82,小情歌,sodagreen,38,89,718,"15,225",4FhJ7YSRxATHnaRg4nGs6t,3WYT2b8pOLsLsqSaoWYr7U
2023-09-10,83,Shut Down,BLACKPINK,1,84,360,"15,159",7gRFDGEzF9UkBV233yv2dc,41MozSoPIsD1dJM0CLPjZF
2023-09-10,84,閣愛妳一擺,EggPlantEgg,2,75,640,"15,111",07plVccQ0N6FTTTonk3c2M,6g641431O1Xkl7HAs2yFEg
2023-09-10,85,孤勇者 - 《英雄聯盟:雙城之戰》動畫劇集中文主題曲,Eason Chan,4,81,536,"15,016",6akVETVeqqPVvuBS5e0EB1,2QcZxAgcs2I1q7CtCkl6MI
2023-09-10,86,vampire,Olivia Rodrigo,27,87,73,"14,965",1kuGVB7EU95pJObxwvfwKS,1McMsnEElThX1knmY4oliG
2023-09-10,87,I'm Alive,"W.M.L, Vicky Chen",11,85,415,"14,836",0FfNFvy5KRRyB2snvK39zL,5PeVQEj4Yr0TB9CuG83dPB
2023-09-10,88,就忘了吧,1K,15,88,222,"14,774",0DHk1BgLDEddRvZ4wy5s6a,3jA4yAKBVxi0j63Fglm1pU
2023-09-10,89,听说你,"于冬然, 李艺皓",53,83,57,"14,753",4PKU5mPzC5lEDOLvVJ04As,7mJv2vnmyEbD8eyI7tMLKs
2023-09-10,90,說好不哭,"Jay Chou, Ashin Chen",1,90,1456,"14,737",77BQceOpfvUBXgokOFHYMm,2elBjNSdBE2Y3f0j1mjrql
2023-09-10,91,NIGHT DANCER,imase,53,93,204,"14,452",3gmn76fCtpDazGMnN0QMHX,4TaSvnT5o4REFwhqfrmK27
2023-09-10,92,你的答案,阿冗,15,91,1266,"14,449",4QWSICaQ6LGmcS8qX9lNVh,3dTgjg7lzUGiD3NwcGCK1n
2023-09-10,93,沒有關係,Vicky Chen,28,94,60,"14,446",79TMN9XqG2uwuhgVUw7siC,01u3qI3xMGFvktXyRSMGRZ
2023-09-10,94,夏天,Nicky Lee,87,97,41,"14,386",5plHkhLqsFla3nUJhtSZ7w,6DuHQk8gJbyVlhajer8IuF
2023-09-10,95,THE GIRLS (BLACKPINK THE GAME OST),BLACKPINK,51,80,17,"14,085",1mFpMoeZfkIqtqW2AfQ8ba,41MozSoPIsD1dJM0CLPjZF
2023-09-10,96,當你,Cyndi Wang,27,96,632,"14,080",4xNDbq22jC2Vdf6QV2uArL,3AroL2oDPiAnMpTmIQv3KP
2023-09-10,97,七里香,Jay Chou,58,95,271,"13,928",3kwqNLXvsjSrIXbVsRBj8q,2elBjNSdBE2Y3f0j1mjrql
2023-09-10,98,愛情你比我想的閣較偉大 (《當男人戀愛時》電影主題曲),EggPlantEgg,1,101,910,"13,864",4fJlSLYLiu5trFCMZdSQDC,6g641431O1Xkl7HAs2yFEg
2023-09-10,99,讓我留在你身邊,Eason Chan,5,115,339,"13,771",07MNtfddtgCo6VrUm3O9dw,2QcZxAgcs2I1q7CtCkl6MI
2023-09-10,100,Drowning,"高爾宣 OSN, 李浩瑋 Howard Lee",17,92,489,"13,758",29l0WglBnIAye0K8Ym4gtG,4TcOznbEZBqev21LzAH4KE
2023-09-10,101,怎麼了,Eric Chou,2,103,1705,"13,405",5cU1O9P0EDA0rPkPDykhIm,5fEQLwq1BWWQNR8GzhOIvi
2023-09-10,102,0321,space x,11,99,424,"13,322",1pbb71pOKB5iqfkju4NmPj,5MfPm7ai5Y5vRePZ4MC9XL
2023-09-10,103,"24/7, 365",elijah woods,103,118,10,"13,317",05QUYSOApWLr8oBbpONl7p,3IR6DvP0x2a6oUSist9UMu
2023-09-10,104,Anti-Hero,Taylor Swift,1,98,325,"13,191",0V3wPSX9ygBnCm8psDIegu,06HL4z0CvFAxyc27GXpf02
2023-09-10,105,LOVE DIVE,IVE,5,102,524,"13,137",0Q5VnK2DYzRyfqQRJuUtvi,6RHTUrRF63xao58xh9FXYJ
2023-09-10,106,Blank Space,Taylor Swift,88,107,109,"13,058",1u8c2t2Cy7UBoG4ArRcF5g,06HL4z0CvFAxyc27GXpf02
2023-09-10,107,I Ain't Worried,OneRepublic,3,110,471,"12,957",4fYte8ZvTK14NEhAOZocBi,5Pwc4xIPtQLFEnJriah9YJ
2023-09-10,108,I DO,(G)I-DLE,15,104,59,"12,947",6SePnvTZkIXZznc8Ftc6vM,2AfmfGFbe0A0WsTYm0SDTx
2023-09-10,109,After LIKE,IVE,2,106,385,"12,928",2gYj9lubBorOPIVWsTXugG,6RHTUrRF63xao58xh9FXYJ
2023-09-10,110,路過人間 (電視劇《我們與惡的距離》插曲),Yisa Yu,4,105,259,"12,899",1ZSleGniKMWNrWvK5cGALO,75CM5fojYdKYD0xYSFh22Z
2023-09-10,111,最後一次,高爾宣 OSN,8,140,3,"12,779",4fw4NwYVD8nLWLtKtlN8df,4TcOznbEZBqev21LzAH4KE
2023-09-10,112,年少有為,Ronghao Li,1,113,1880,"12,642",6XY80Ofqd8j0SGiEdRLwCp,0rTP0x4vRFSDbhtqcCqc8K
2023-09-10,113,我們到底算什麼,徐暐翔,58,112,49,"12,546",3SSUUro7FoNAWQEa01xtZY,2xZkWvVTxC65o3dqETdfPm
2023-09-10,114,查無此心 - 《查無此心》電影主題曲,A-Lin,49,111,24,"12,503",0QMtpUJcjt7IEl7FFSd8AJ,28gf2piFx6cAKOMIwcky5a
2023-09-10,115,ANTIFRAGILE,LE SSERAFIM,5,119,329,"12,468",0bMoNdAnxNR0OuQbGDovrr,4SpbR6yFEvexJuaBpgAU5p
2023-09-10,116,Kill Bill,SZA,29,114,271,"12,342",1Qrg8KqiBpW07V7PNxwwwL,7tYKF4w9nC0nq9CsPZTHyP
2023-09-10,117,能不能和我留在台北(陪我幾天),icyball,29,117,123,"12,332",63N9fNPJ5kkbvtntCwgIbm,4GsjZQZJ3viOq4Uw8wZDbW
2023-09-10,118,Love Lee,AKMU,118,150,7,"12,327",1qosh64U6CR5ki1g1Rf2dZ,6OwKE9Ez6ALxpTaKcT5ayv
2023-09-10,119,永不失聯的愛,Eric Chou,78,116,141,"12,317",46fURCnWErjFdNM2yBJ2c8,5fEQLwq1BWWQNR8GzhOIvi
2023-09-10,120,"起風了 (電視劇《加油, 你是最棒的》主題曲)",吳青峰,31,120,961,"12,223",5ZiMscIUd9Gozq4JFPnlJQ,5a5vu4RzsAHdKN0aYyblZ8
2023-09-10,121,Flowers,Miley Cyrus,7,109,241,"12,223",4DHcnVTT87F0zZhRPYmZ3B,5YGY8feqx7naU7z4HrwZM6
2023-09-10,122,Kitsch,IVE,2,127,168,"12,201",7foeH2Emgq8A3LWk3q6dat,6RHTUrRF63xao58xh9FXYJ
2023-09-10,123,珊瑚海,"Jay Chou, Lara Liang",74,125,522,"12,143",4JY5s40ymnG18f6wxQtzPw,2elBjNSdBE2Y3f0j1mjrql
2023-09-10,124,我們的愛,F.I.R.,90,122,12,"12,127",0Q4YuuiCuxIIKUw2fb1cmV,5oqLnVZzJJXE3YnzzZfRKu
2023-09-10,125,Super,SEVENTEEN,2,124,140,"12,091",3AOf6YEpxQ894FmrwI9k96,7nqOGRxlXj7N2JYbgNEjYH
2023-09-10,126,Nxde,(G)I-DLE,1,126,329,"11,981",6NnCWIWV740gP7DQ8kqdIE,2AfmfGFbe0A0WsTYm0SDTx
2023-09-10,127,夜に駆ける,YOASOBI,38,128,997,"11,975",6MCjmGYlw6mQVWRFVgBRvB,64tJ2EAv1R6UaZqc4iOCyj
2023-09-10,128,Lemon,Kenshi Yonezu,15,133,1715,"11,899",04TshWXkhV1qkqHzf31Hn6,1snhtMLeb2DYoMOcVbb8iB
2023-09-10,129,燈,Soushi Sakiyama,78,137,43,"11,894",7jtXjZ3JViUo9M3ogYAapO,1IEretLePzJKj8R6KCEaBA
2023-09-10,130,真心話,李浩瑋 Howard Lee,53,149,84,"11,842",06Hci8wC8NSf2r5OHqhivw,7EkkWNWPiWFQ0rA9IEmMXs
2023-09-10,131,Used To Be Young,Miley Cyrus,42,108,17,"11,840",41WQUSINanQHfhfKpFDsms,5YGY8feqx7naU7z4HrwZM6
2023-09-10,132,Someone You Loved,Lewis Capaldi,14,144,200,"11,838",7qEHsqek33rTcFNT9PFqLf,4GNC7GD6oZMSxPGyXy4MNB
2023-09-10,133,Why You Gonna Lie,高爾宣 OSN,3,168,6,"11,828",1rjUBUTswCkN8DIBxkgjJs,4TcOznbEZBqev21LzAH4KE
2023-09-10,134,圍牆,Nicky Lee,60,146,19,"11,781",7mFemsen8hkEoC5a4qeD6C,6DuHQk8gJbyVlhajer8IuF
2023-09-10,135,"Eve, Psyche & The Bluebeard’s wife",LE SSERAFIM,56,134,109,"11,767",4QhnNyKDsAkXPwHkSnuc89,4SpbR6yFEvexJuaBpgAU5p
2023-09-10,136,静悄悄,大泫,103,121,101,"11,743",751bgbxEOI9bjbTO88EKIb,3mpbX209GwoScDJLVLRHk9
2023-09-10,137,群青,YOASOBI,62,152,317,"11,700",1zd35Y44Blc1CwwVbW3Qnk,64tJ2EAv1R6UaZqc4iOCyj
2023-09-10,138,On My Way《地獄里長》主題曲,"Sophie Chen, 高爾宣 OSN",20,145,96,"11,657",5z7v55W0mQtMj8nrCLAAAc,2DIegoHjgAlIc6HYGGbu4h
2023-09-10,139,Attention,NewJeans,11,155,406,"11,601",2pIUpMhHL6L9Z5lnKxJJr9,6HvZYsbFfjnjFrWF950C9d
2023-09-10,140,石橋,Gummy B,14,156,197,"11,563",1GSaEKLXJMbgS25vLiC1or,041GibkKYtPdNlIAqxs1gs
2023-09-10,141,Spicy,aespa,14,136,126,"11,550",1ULdASrNy5rurl1TZfFaMP,6YVMFz59CuY7ngCxTxjpxE
2023-09-10,142,我走后 - 发行版,小咪,119,147,55,"11,542",32UZM0QSWwqzLbyr1YoS7x,1EnZU1clkEHET416Er1WO2
2023-09-10,143,Steal The Show,Lauv,63,142,65,"11,507",6R5fYCySNHrqo4Og6O1ppn,5JZ7CnR6gTvEMKX4g70Amv
2023-09-10,144,Nonsense,Sabrina Carpenter,65,131,242,"11,459",6dgUya35uo964z7GZXM07g,74KM79TiuVKeVCqs8QtB0B
2023-09-10,145,As It Was,Harry Styles,6,138,528,"11,442",4Dvkj6JhhA12EX05fT7y2e,6KImCVD70vtIoJWnq6nGn3
2023-09-10,146,后继者,Ren Ran,77,157,301,"11,430",5vqYJFxGOZ2nfdR1YpwI74,6f4srX54JFrLNK4aTJe2Sc
2023-09-10,147,與愛無關 (劇集《七時吉祥》自愛勇氣曲),LaLa Hsu,84,130,6,"11,417",0SVP6Ws01w946iBsHepY4Y,3dI4Io8XE33J2o04ZwjR0Y
2023-09-10,148,安静的稻草人,Daven Wu,84,129,108,"11,398",3LEhWXtzVIBFORQZYPXqNj,1ozUFRkT8GzwGMFKm80fs8
2023-09-10,149,Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",4,141,81,"11,398",0RiRZpuVRbi7oqRdSMwhQY,246dkjvS1zLTtiykXe5h60
2023-09-10,150,墮落 (feat. Buddha Jump 佛跳牆),"Naiwen Yang, Buddha Jump",117,135,13,"11,376",1hT86g2KE4982nzi9NfrrO,2Vl4kZKeQslEl4P0ATWuue
2023-09-10,151,你，好不好？ - TVBS連續劇【遺憾拼圖】片尾曲,Eric Chou,8,153,139,"11,333",2gug6MRv4xQFYi9LA3PJCS,5fEQLwq1BWWQNR8GzhOIvi
2023-09-10,152,Allergy,(G)I-DLE,2,151,119,"11,288",38MKW2tQHtyO8djIOKlEFF,2AfmfGFbe0A0WsTYm0SDTx
2023-09-10,153,下雨天,Nan Quan Mama,133,143,12,"11,230",3BfjVIPmUpIrgqLdOJP1My,48Smhc0ISwYYRSad1uXSns
2023-09-10,154,終究還是因為愛,TRASH,11,163,717,"11,185",53yiHIP3ptxWtT4ambRcgb,3KZMUYrA5eIfgZdIFRmNe4
2023-09-10,155,她沒在看我,瘦子E.SO,1,148,13,"11,065",5QbK5PrR9wbog3M5vVAn2n,2qXGNIlmY3JrYkxOWyXZsd
2023-09-10,156,I Love My Body,HWASA,90,123,4,"11,030",0pHylQR53epYtRcVIhUSCh,7bmYpVgQub656uNTu6qGNQ
2023-09-10,157,一生只督妳一人 (《請問，還有哪裡需要加強》電影主題曲),玖壹壹,56,158,55,"11,025",5Xq7rqurMq98fcfezsR5ds,3w8fdvgPp2aKgy125EBgVg
2023-09-10,158,浪流連,EggPlantEgg,1,161,25,"11,022",7a6VJHMS9ttKsj55cKC51G,6g641431O1Xkl7HAs2yFEg
2023-09-10,159,你說這叫天秤座但你喜歡,王ADEN,99,160,20,"11,017",5vYF35h9hdvYWfCL3Zb8Xj,4ecBfM4xa6ZLDr7P8lsyTV
2023-09-10,160,不在一起就不會分開,Pei-Yu Hung,17,165,72,"10,961",7gq2WiPb6MgCAL9YEUkpZW,0rARfHZ4ZteUlzbAuxUwAs
2023-09-10,161,床,No Party For Cao Dong,2,167,157,"10,924",7iNnvOWQSTQPLn5WPu0gdU,3HXSUfI76zVZk71UMAeVfp
2023-09-10,162,Something Just Like This,"The Chainsmokers, Coldplay",1,170,10,"10,892",6RUKPb4LETWmmr3iAEQktW,69GGBxA162lTqCwzJG5jLp
2023-09-10,163,唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,14,169,965,"10,838",19fp9nI0tq0lcBl7XoCHAb,6xErgeZYatiaQ36SB5bvi8
2023-09-10,164,勇气,棉子,16,139,1071,"10,833",5rY7xc2h5Imj6iFn97h8Qj,6Y4Ur76H9vh8gw4QADaUKp
2023-09-10,165,我很好騙,Power Station,5,166,882,"10,771",69AvckyixY1AIGRYDZ1QnO,6zCAdMK7SVxKyGMnAc26Cy
2023-09-10,166,哪里都是你,隊長,46,172,604,"10,673",3QP3cYE3qnplFueLKNVsbM,4SpsVETdnMLwPHyOW0FlQz
2023-09-10,167,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1,177,1112,"10,590",3OC84eKMxRJ4x0Hcwl9i4i,2JBUyLiFvpFPWdZGqIGYLD
2023-09-10,168,i'm so tired...,"Lauv, Troye Sivan",2,154,12,"10,583",7LpMG3AEaIJgs62HQhAa91,5JZ7CnR6gTvEMKX4g70Amv
2023-09-10,169,Peter Pan Was Right,Anson Seabra,134,173,8,"10,528",2At18rPHOuTEjGEppwGV0A,2jHp7gQArCQrlMvdrIVFCg
2023-09-10,170,bad idea right?,Olivia Rodrigo,73,164,3,"10,524",3IX0yuEVvDbnqUwMBB3ouC,1McMsnEElThX1knmY4oliG
