date,rank,track_name,artist_names,peak_rank,previous_rank,days_on_chart,streams,track_id,artist_id
2023-09-13,170,幾分之幾 - 電影<花甲大人轉男孩>主題曲,Crowd Lu,1,164,149,"10,629",4F7ZAsndEIJXyFzJUHNlRu,2JBUyLiFvpFPWdZGqIGYLD
2023-09-13,171,很久以後 - 電影《可不可以，你也剛好喜歡我》主題曲,G.E.M.,18,156,8,"10,606",6lZKB76djHxzO0p2Y3E8vj,7aRC4L63dBn3CiLDuWaLSI
2023-09-13,172,走不出的回忆,Ren Ran,112,178,3,"10,599",74gm2F6l4EaYXtLXwkYdf5,6f4srX54JFrLNK4aTJe2Sc
2023-09-13,173,一生只督妳一人 (《請問，還有哪裡需要加強》電影主題曲),玖壹壹,56,166,58,"10,577",5Xq7rqurMq98fcfezsR5ds,3w8fdvgPp2aKgy125EBgVg
2023-09-13,174,Nxde,(G)I-DLE,1,167,332,"10,500",6NnCWIWV740gP7DQ8kqdIE,2AfmfGFbe0A0WsTYm0SDTx
2023-09-13,175,NEW DANCE,XG,145,165,3,"10,399",6Pjzy9avwlVr4UAbxkQQmh,0LOK81e9H5lr61HlGGHqwA
2023-09-13,176,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,1,183,1115,"10,183",3OC84eKMxRJ4x0Hcwl9i4i,2JBUyLiFvpFPWdZGqIGYLD
2023-09-13,177,天黑請閉眼,九澤CP,5,168,5,"10,163",1Tf5PcIbUcYhhjZIrQFybB,7JRMSnpii2F9B7JlqRGiYR
2023-09-13,178,唯一 (三立/台視戲劇《戀愛是科學》插曲),告五人,14,180,968,"10,123",19fp9nI0tq0lcBl7XoCHAb,6xErgeZYatiaQ36SB5bvi8
2023-09-13,179,在這座城市遺失了你 (戲劇《他們創業的那些鳥事》插曲),告五人,2,185,986,"10,053",1Ytgo9ipdlTsf6wlg6sXf3,6xErgeZYatiaQ36SB5bvi8
2023-09-13,180,一路向北,Jay Chou,80,177,41,"10,034",31RIphTQ9y4zStkH5xRWgW,2elBjNSdBE2Y3f0j1mjrql
2023-09-13,181,Better Things,aespa,60,172,27,"10,011",6zZWoHlF2zNSLUNLvx4GUl,6YVMFz59CuY7ngCxTxjpxE
2023-09-13,182,壞人,Abin Fang,52,191,21,"9,993",0VwzEoaTzrA4zjaRIkXpbh,3sHU5vwszRfnJNhvcYNZdS
2023-09-13,183,Allergy,(G)I-DLE,2,188,122,"9,942",38MKW2tQHtyO8djIOKlEFF,2AfmfGFbe0A0WsTYm0SDTx
2023-09-13,184,I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",16,199,2,"9,910",0O6u0VJ46W86TxN9wgyqDj,246dkjvS1zLTtiykXe5h60
2023-09-13,185,乘著無人光影的遠行,Hebe Tien,44,175,27,"9,903",6OmeRpm2rmf3BoOboNexV0,14bJhryXGk6H6qlGzwj3W5
2023-09-13,186,Love Yourself,Justin Bieber,55,198,5,"9,879",50kpGaPAhYJ3sGmk6vplg0,1uNFoZAHBGtllmzznpCI3s
2023-09-13,187,行星,Bestards,83,193,2,"9,873",2Y8ASbA7bbOMp3PpKRcu54,0Awqm7GXGiBp8fJNGvywra
2023-09-13,188,哪里都是你,隊長,46,184,607,"9,857",3QP3cYE3qnplFueLKNVsbM,4SpsVETdnMLwPHyOW0FlQz
2023-09-13,189,Cupid (Twin Ver.) - Live Studio Version OT4,FIFTY FIFTY,37,182,161,"9,836",7FbrGaHYVDmfr7KoLIZnQ7,4GJ6xDCF5jaUqD6avOuQT6
2023-09-13,190,愛你,Cyndi Wang,5,—,1,"9,804",6T7oK4eP3Tezw4Ogy7q6KO,3AroL2oDPiAnMpTmIQv3KP
2023-09-13,191,聲聲慢,鄧福如 AFÜ,146,189,2,"9,804",4XVX6tUUOzTFklf9IAJiEn,7hJBfmab67blVoqZBIAx13
2023-09-13,192,如果雨之後,Eric Chou,2,—,1,"9,788",6kabSi7XCHHGThNme6J2tL,5fEQLwq1BWWQNR8GzhOIvi
2023-09-13,193,以後別做朋友,Eric Chou,32,197,3,"9,763",7zyYmIdjqqiX6kLryb7QBx,5fEQLwq1BWWQNR8GzhOIvi
2023-09-13,194,As If It's Your Last,BLACKPINK,12,192,5,"9,740",4ZxOuNHhpyOj4gv52MtQpT,41MozSoPIsD1dJM0CLPjZF
2023-09-13,195,別再想見我,許光漢,10,187,2,"9,679",7geIT54duCCwpJWQCPSZg7,3hhUgkTf3fFYGogFMbV5Wv
2023-09-13,196,i'm so tired...,"Lauv, Troye Sivan",2,186,15,"9,622",7LpMG3AEaIJgs62HQhAa91,5JZ7CnR6gTvEMKX4g70Amv
2023-09-13,197,告白氣球,Jay Chou,53,195,5,"9,598",1ivCIgrYZyE0BvItL4Z8lk,2elBjNSdBE2Y3f0j1mjrql
2023-09-13,198,楓,Jay Chou,120,—,1,"9,515",2YzJaHvzsEb1LzGugXIduK,2elBjNSdBE2Y3f0j1mjrql
2023-09-13,199,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",13,—,1,"9,510",68EMU2RD1ECNeOeJ5qAXCV,6VuMaDnrHyPL1p4EHjYLi7
2023-09-13,200,你不屬於我 - 《比悲傷更悲傷的故事》影集版片尾曲,Eric Chou,2,194,2,"9,470",5Y47GrCrjQY44qFv8Gt0Gm,5fEQLwq1BWWQNR8GzhOIvi
